HIP,Vmag,Plx,e_Plx,B-V,SpType
601,9.14,17.98,2.35,0.74,G5          
602,6.2,6.24,0.85,0.133,A2IV/V      
603,7.64,5.87,1.72,0.493,F5          
604,8.95,8.23,1.18,0.653,G0          
605,7.48,2.87,0.87,1.532,K5III       
606,7.06,20.63,0.91,0.463,F5V         
607,7.33,9.37,0.84,1.011,K1IV        
608,8.98,1.52,2.42,0.739,G5          
609,8.24,7.19,1.22,0.271,A6:m...     
611,8.53,7.21,1.14,0.909,K0V         
610,8.4,2.19,0.77,1.014,G8III       
612,7.48,7.51,0.77,0.466,F5IV/V      
613,8.46,1.63,1.06,1.59,K0          
614,9.29,2.41,1.07,1.01,K0          
615,8.57,5.48,0.94,0.249,A5          
616,8.7,30.76,1.21,0.798,K0V         
617,8.5,10.08,0.93,0.451,F5          
618,8.37,8.86,1.46,0.595,F7V         
619,6.87,6.05,0.77,1.124,G5          
621,7.5,2.5,0.69,1.703,M1III       
620,7.39,2.53,0.57,-0.018,B9IV        
624,8.19,8.21,0.99,0.584,F8/G0V      
622,7.56,2.74,1.26,0.9,G5          
623,8.37,9.73,1,0.379,F0          
625,7.39,5.37,0.8,1.008,K0          
626,6.73,10.14,0.73,0.951,G5          
627,8.66,2.38,0.88,0.79,G3III       
628,8.25,2.89,1.06,0.17,A0          
629,8.47,3.33,1.15,0.953,G5          
630,8.01,9.58,0.89,0.456,F5          
631,6.83,7.84,0.65,1.158,K1/K2III    
632,9.06,1.6,1.32,1.074,M2III:      
633,8.79,4.21,1.16,1.127,K2III       
634,7.44,7.19,0.92,0.478,F5          
635,6.43,6.69,0.92,-0.146,B8IIIsp...  
636,5.93,12.45,0.74,0.141,A1V         
637,8.85,4.31,1.43,1.196,K0          
638,9.86,4.43,1.32,0.244,A2          
639,8.55,7.06,1.33,0.964,G5          
640,7.66,5.76,0.78,0.181,A3          
641,7.82,21.83,0.84,0.61,G0          
642,9.08,11.55,1.4,0.595,G0          
643,10.1,5.57,1.58,0.57,F8          
644,8.21,3.5,1.11,1.087,K0/K1III    
645,8.85,7.79,2.24,0.631,G3:V: + G2: 
647,7.79,1.17,0.67,1.45,K3III       
646,7.58,3.64,0.94,1.271,K1IV        
649,7.85,10.66,0.99,0.505,F5V         
648,7.18,8.95,0.6,0.156,A3V         
650,7.54,3.83,0.93,0.408,F2          
651,9.72,6.43,1.39,0.434,F3/F5V      
652,7.12,8.19,0.74,0.184,A5          
653,9.77,6.67,1.5,0.306,A8/A9V      
654,8.84,4.37,1.17,1.042,K0III       
655,5.67,10.02,0.71,1.119,K1III       
656,8.15,9.77,0.98,0.617,F8          
657,9.61,3.92,1.34,0.961,G5          
658,8.19,3.44,1.16,1.079,G5          
659,7.27,4.9,0.76,0.207,A3          
660,8.51,3.26,0.84,0.215,A0          
661,8.36,2.42,0.93,1.113,K1IIICN...  
663,10,4.93,1.47,0.55,G0          
662,8.74,1.92,0.83,1.227,K2III       
664,6.18,3.25,0.96,1.366,K2III       
665,10.26,7.53,1.63,0.73,G0          
666,10.16,5.68,2.36,0.393,F5V         
667,8.31,4.08,1.06,1.053,K0          
668,8.58,3.46,0.97,0.915,G5          
669,7.04,36.18,1.02,0.624,G2/G3V      
670,8.81,3.75,1.19,0.31,A2          
671,5.99,9.79,0.92,1.034,G8III:      
673,8.22,3.5,1.43,1.064,K1III       
674,9.86,7.73,3.35,0.789,K0V         
675,8,2.84,1.05,1.193,G5          
676,9.4,10.7,1.27,0.57,G0          
678,9.1,3.83,1.17,1.169,K1IV        
677,2.07,33.6,0.73,-0.038,B9p         
679,8.11,2.18,0.95,0.098,A0          
680,8.89,2.8,1.1,1.179,K1III       
681,9.43,1.52,1.51,0.47,F2V         
682,7.59,25.15,0.97,0.626,G2V         
683,8.72,2.88,1.35,0.071,A0          
684,9.86,2.3,1.46,0.157,A3III       
685,9.23,0.65,1.34,0.988,K0III       
686,9.5,5.59,1.5,0.493,G:III/IV+.. 
687,10.73,45.64,1.92,1.46,M0          
688,7.59,7.6,0.89,0.508,F3/F5V      
689,7.41,12.72,0.86,0.606,F8          
690,9.26,11.01,0.95,0.675,G3/G5IV/V   
691,7.78,14.43,0.96,0.358,F5          
692,7.76,2.77,1.26,1.618,K2          
693,8.94,9.47,1.13,0.419,F5          
694,8.95,2.3,1.37,0.435,F2          
695,6.41,2.17,0.63,0.998,G3II        
696,6.11,2.42,0.79,1.664,M0/M1IIICNp 
697,7.76,8.84,0.94,0.415,F2          
698,7.38,2.89,0.71,1.326,K3III       
699,6.21,30.26,0.69,0.504,F8IV        
700,7.05,5.97,1.04,0.963,G5          
701,7.44,6.36,0.66,-0.006,A0          
702,8.5,5.07,1.56,0.406,F2III/IV    
704,7.84,5.19,0.91,1.125,K0          
706,7.88,5.03,0.85,0.473,F3V         
707,9.1,3.19,0.96,1.113,K0III       
708,8.65,6.86,1.05,0.471,F3V         
705,8.41,16.24,0.7,0.588,G2V         
709,7.81,8.58,0.86,0.481,F5IV        
710,7.43,11.61,1.01,0.296,F0          
711,8.76,0.97,1.18,0.965,G5          
712,7.58,4.72,0.82,0.994,G5          
713,9.55,4.78,1.13,0.473,F5V         
714,6.82,3.19,0.76,1.568,K5          
715,10.24,1.8,1.68,0.46,F0          
716,6.24,7.78,0.81,0.976,K0III       
717,7.31,1.36,1.53,1.43,K2          
718,10.52,3.4,1.82,0.51,F5          
719,9.27,0.25,1.21,1.146,K1III       
720,7.13,3.16,0.96,1.64,M2III       
721,9.14,2.6,1.43,1.053,K1III       
722,8.48,12.89,1.03,0.537,G0          
723,8.57,31.34,2.1,0.885,G5          
724,7.21,7.86,1.07,1.087,K0III       
725,9.05,1.01,1.33,1.64,K5          
726,7.72,18.22,0.95,0.62,G0V         
727,8.03,7.7,0.96,0.364,A3          
728,6.47,8.65,0.94,0.242,A4Vm        
729,5.57,11.17,0.72,1.043,G9III       
730,6.32,7,0.74,0.738,G4IV...     
732,7.78,6.49,0.82,0.417,F3IV/V      
731,11.65,22.5,2.96,1.26,M1          
733,8.58,10.46,1.13,0.714,G5          
734,10.37,3.89,1.6,0.432,F2          
735,9.23,6.32,1.08,0.383,F5          
736,9.2,8.35,1.16,0.811,G8V         
737,6.93,16.09,0.75,0.8,G5          
738,11.73,42.82,2.61,1.493,            
739,9.32,4.32,1.37,0.549,F6V         
740,7.11,8.73,0.77,0.476,F5          
741,9.79,0.11,1.41,1.01,K1          
742,8.21,2.98,1.01,1.339,K3III       
743,8.42,1.37,1.61,1.4,K1          
744,7.05,3.15,0.72,-0.122,B5V         
745,9.26,6.75,1.19,0.671,G3V         
746,2.28,59.89,0.56,0.38,F2III-IV    
747,8.77,4.8,2.04,0.461,G5          
748,9.25,5.87,1.08,0.537,G0          
749,9.3,4.36,1.46,0.972,K2III       
750,10.63,12.2,9.4,0.525,            
751,9.9,4.56,1.26,0.561,F8          
752,9.89,6.48,1.77,0.617,F8          
753,9.33,17.75,1.21,0.812,G0          
754,7.78,22.07,2.31,0.68,G0          
755,7.02,17.03,0.69,0.932,K0          
757,8.89,1.97,1.11,1.033,G8III       
758,9.6,7.75,1.28,0.446,F6V         
759,7.07,19.28,0.79,0.644,G2III       
760,6.01,8.56,1.17,0.203,A7IV        
761,5.42,14.57,1.34,0.414,F3V         
762,9.11,11.89,1.31,0.83,G8/K0V      
763,8.24,1.42,1.15,0.08,B5V         
764,8.97,6.32,1.2,0.442,F0          
765,3.88,23.28,0.98,1.013,K0III       
766,8.59,7.58,1.2,0.484,F5          
767,7.17,4.96,0.74,0.031,B9          
768,7.94,13.8,1.3,0.66,G3V         
769,7.27,4.21,1,1.22,G5          
770,9.59,1.88,1.4,0.49,G0          
771,7.94,2.08,1.14,1.439,K0          
772,8.52,16.26,0.98,0.687,G3V         
773,7.59,5.36,0.88,1.005,G8IV        
774,9.17,1.78,1.37,1.029,K1III       
775,8.08,4.57,0.82,1.068,K1III       
776,9.8,3.03,1.5,0.524,F5/F6V      
777,8.92,8.17,1.89,0.499,F5V         
778,9.91,4.45,1.34,0.355,F0V         
779,9.42,4.76,2.01,1.565,M1Ibpev comp
780,8.84,2.91,1.13,1.128,K0          
781,10.15,1.4,2.33,1.5,M3e-M8e     
782,8.37,3.25,1.5,0.952,G8III       
783,9.33,-0.54,1.36,1.63,K2/K3       
784,9.35,0.55,1.21,0.075,B8          
785,7.4,4.31,0.7,1.571,M2III       
786,8.35,6.9,1.41,0.437,F3/F5V      
787,9.53,23.86,1.59,0.965,K1/K2V      
788,9.59,6.24,1.42,0.469,F5          
789,10.05,0.16,1.39,0.486,F8          
791,8.57,13.92,1.11,0.644,G3V         
790,8.48,5.62,1.04,0.56,G0          
792,8.43,12.54,1.23,0.906,G5          
793,8.45,3.57,1.05,0.955,G5          
794,8.84,17.08,1.86,0.833,K1V         
795,8.64,14.21,4.23,0.716,G5          
797,8.42,4.58,1.13,0.41,F5          
798,6.34,7.37,0.57,0.164,A6V         
800,7.93,2.27,1.15,1.301,K0          
799,8.36,5.18,1.15,1.072,K0          
801,8.32,18.8,1.05,0.595,G2/G3V      
802,7.77,1.52,1.13,1.219,G5          
803,6.84,2.68,1.06,1.611,K2          
804,8.78,8.36,0.83,1.011,K1IV/V      
805,7.19,4.44,0.79,0.974,K1II        
806,8.5,1.7,1.1,1.166,K5          
807,8.82,5.8,1.28,0.62,F8          
808,9.04,7.14,1.07,0.542,G5          
809,7.93,4.37,0.77,0.964,K0III       
810,7.66,6.14,0.89,0.139,A2V         
812,9.03,1.27,1.07,1.014,K0          
813,5.54,10.04,0.86,-0.064,B9V         
814,5.29,13.45,0.5,1.049,K1/K2III    
815,8.13,9.63,0.81,0.456,F3V         
817,7.51,7.21,1.55,0.251,A3+...      
816,9.08,1.56,0.89,1.031,G8III/IV    
818,7.1,10.24,1.21,0.345,F0          
819,7.88,11.15,0.68,0.476,F5V         
820,9.4,1.08,0.93,0.539,F8          
821,9.06,4.59,1.12,0.293,A0          
822,8.38,7.73,0.7,0.371,F5          
823,10.65,10.83,2.1,1.077,K8          
824,7.77,3.13,0.9,1.603,M...        
825,8.5,4.15,1.03,1.042,K0          
826,8.61,3.05,1.08,1.156,G5          
827,10.05,6.95,1.59,0.7,G0          
828,8.71,3.6,1.01,0.594,F0          
830,9.37,4.95,1.42,0.409,F0V         
829,6.97,3.21,0.6,1.377,K3III       
831,8.56,8.5,2.9,0.524,F5V         
832,9.34,-2.57,1.52,0.815,G8V         
833,9.47,6.1,1.56,0.526,F7V         
834,8.11,4.74,0.83,1.032,K0          
835,8.91,3.93,1.13,0.356,F0III       
836,7.83,1.12,0.83,1.311,G8III       
837,8.95,2.74,1.18,1.104,K0          
838,7.2,2.98,0.81,-0.053,B9          
839,9.37,5.26,0.97,0.411,F2/F3V      
840,5.84,18.18,0.92,0.973,K1III       
841,5.01,3.24,0.68,0.405,F2II        
842,9.81,3.85,1.39,0.437,F3V         
843,9.27,2.76,1.18,1.12,K0          
844,9.5,7.14,1.38,0.423,F3/F5V      
845,9.32,4.82,1.18,0.511,F5V         
846,8.92,13.53,1.28,0.578,G2V         
847,8.38,10.15,1.04,0.508,F7V         
848,7.74,10.35,0.82,0.473,A           
849,8.6,3.27,1.2,1.042,K0          
850,9.49,4.92,3.74,1.232,K2III:      
851,8.35,6.17,1.02,0.528,F7V         
852,7.11,3.65,0.87,1.528,M4III:      
853,9.87,4.11,2.38,0.503,F2V         
854,8.98,7.48,1.29,0.471,G0          
855,7.75,1.83,1.07,1.487,K0          
856,8.24,12.91,1.06,0.491,F6V         
857,6.74,6.52,0.73,-0.074,B7IV        
858,6.83,4.74,0.76,1.429,K4III       
859,7.7,7.1,0.92,0.144,A0          
860,6.7,1.66,0.61,-0.017,B1V         
861,8.67,3.45,1.27,1.037,K0III       
863,8.73,5.51,0.84,0.563,F7IV        
864,9.63,0.66,1.37,1.462,M0          
865,6.66,15.06,0.7,0.372,F3/F5IV+... 
866,8.29,5.16,0.87,0.077,A0          
867,8.47,15.57,1.17,0.574,G5          
868,8.16,2.91,0.97,1.165,K2          
869,8.97,8.77,1.49,0.497,F5          
870,7.51,18.2,0.91,0.503,F8          
871,8.97,1.74,2.12,0.674,B7IIIe+K3III
872,8.55,4.38,1.15,0.692,G3V         
873,5.84,15.35,0.74,1,K0III       
874,7.85,3.75,0.81,0.099,B9          
875,8.68,7.95,1.08,0.588,G2V         
877,8.05,4.86,0.81,0.878,G5          
876,8.27,1.62,0.92,0.146,B7V         
878,7.68,3.48,1.04,1.028,K0III       
879,9.4,9.43,1,0.551,F5IV        
880,7.77,8.8,0.8,0.405,F2          
881,6.89,4.7,0.82,0.951,K0III       
882,7.55,2.46,0.87,1.354,M...        
883,8.27,7.77,2.24,0.517,F6IV/V      
884,8.16,2.91,1.17,1.677,K5          
885,8.07,2.95,0.8,-0.015,B9          
886,7.91,4,0.9,0.024,A0          
887,7.71,2.25,0.98,1.253,K1/K2III    
888,10.16,4.41,1.82,0.689,G2          
889,8.41,16.45,0.95,0.575,G5          
891,8.88,1.02,1.19,1.169,K1III       
890,9.64,1.44,1.17,0.56,B5          
892,7.93,3.61,1.11,1.096,K2          
893,7.78,4.53,1.05,1.302,M3III       
894,8.9,6.25,1.13,0.5,F5          
895,8.55,12.6,1.18,0.435,F5V         
896,9.15,9.37,1.25,0.477,F8          
897,10.86,39.19,2.29,1.418,M2          
898,11.55,24.32,3.25,1.395,M2V:        
899,9.08,0.9,1.37,1.076,G5          
900,7.44,3.61,0.94,0.998,G5          
901,10.35,-0.33,1.6,1.269,M0          
902,6.68,4.43,0.73,1.212,K1III       
903,8.85,4.41,0.77,0.585,F8/G0V      
904,8.9,8.36,1.21,0.473,F8          
905,8.24,7.22,0.89,0.184,A2          
906,6.74,3.88,0.89,1.025,G5          
907,10.75,4.01,2.07,0.863,K0          
908,8.44,2.61,1.17,1.33,K0          
909,7.69,4.21,1.02,1.163,K2          
910,4.89,52.94,0.77,0.487,F5V         
911,11.8,6.13,5.67,0.57,F4          
912,8.88,4.78,1.23,1.14,K2III       
913,7.7,5.09,1.26,1.2,K0III/IV    
914,8.6,15.08,1.1,0.7,G6V         
915,8.44,1.58,1.05,0.127,A3V         
916,9.5,35.69,5.14,1.254,K7          
917,9.03,0.82,1.19,1.406,K0          
918,7.15,6.06,0.67,1.004,K0          
919,7.95,29.35,0.95,0.755,K0V         
920,8.23,18.6,0.91,0.581,G0          
921,9.81,4.63,1.57,0.515,G0          
922,8.48,11.58,1.13,0.473,F3V         
923,9.33,3.47,1.9,0.94,K0          
924,8.97,20.86,2.16,0.807,G6/G8V      
925,8.08,2.54,1.14,1.122,K2          
926,7.47,2.26,0.85,1.532,K0          
927,8.34,4.31,1.11,0.409,F3V         
928,7.75,4.71,0.89,1.152,K2III       
929,8.34,17,0.82,0.619,G4V         
930,5.41,5.61,0.92,1.346,K2III       
931,7.56,9.91,1.48,0.551,F8...       
932,6.93,7.77,0.88,0.994,K0III       
933,10.03,21.87,24.76,1.293,K2          
935,8.69,6.73,1.13,0.185,A0          
934,9.04,27.46,1.09,0.891,K1V         
936,8.32,4.04,1.09,1.12,K2          
937,7.85,7.57,1.06,0.561,F7V         
938,7.21,4.78,0.59,0.916,G8III       
939,8.98,3.36,1.48,0.966,K0IV        
940,7.09,2.16,0.77,0.137,B5II: SB    
941,8.85,8.01,0.94,0.518,F6V         
942,9.21,0.53,1.02,0.142,A0V         
943,8.61,20.55,1.21,0.643,G0          
944,7.91,7.11,1.08,1.126,K0p...      
945,7.47,2.14,1.6,0.2,B8          
946,8.65,5.08,1.17,1,K0          
947,8.53,6.88,1.58,0.515,F5          
948,9.92,29.15,1.54,1.071,K5V         
949,8.09,4.25,0.94,0.228,B9          
950,5.24,45.85,0.66,0.459,F3/F5V      
951,7.06,1.15,0.74,0.63,F5Ib-II     
952,8.45,10.91,1.15,0.481,F5V         
953,8.73,9.29,1.09,0.646,G3/G5V      
954,7.45,7.81,0.96,0.891,G5          
955,9.02,16.48,1.49,0.599,G3V         
956,7.51,12.79,1.43,0.491,F5          
957,7.32,1.99,0.98,0.038,A0          
958,8.17,1.34,1.1,1.14,K0III       
959,9.45,4.21,1.44,0.26,A0          
960,9.72,9.92,1.46,0.557,G1V         
961,9.34,10.46,1.33,0.695,G5V         
962,8.75,4.77,1.28,1.125,G5          
963,9.32,3.89,1.25,0.625,G3V         
964,7.91,10.93,1.05,0.392,F2V         
965,7.49,2.05,0.98,1.6,K4III       
966,6.53,7.97,0.79,1.041,K0III       
967,6.18,5.93,0.7,1.467,K4III       
968,8.69,2.85,1.26,0.403,F0          
969,6.58,6.88,0.76,0.99,K0III       
970,7.8,0.15,0.9,1.634,M1III       
971,7.19,10.9,0.86,0.398,F0          
972,8.17,3.49,1.01,1.048,K0          
973,6.56,6.05,0.87,1.074,K0III       
974,8.73,38.88,1.22,1.045,K0          
975,7.62,17.21,0.76,0.758,G5IV/V      
976,8.66,10.57,1.33,0.43,F5          
979,8.68,0,1.19,1.29,K2III       
978,8.2,2.97,0.97,1.269,K0          
977,8.96,3.11,1.44,1.243,K0          
980,7.36,6.68,0.87,1.082,K0          
981,6.87,9.42,0.74,0.262,F0          
982,7.6,3.46,0.87,1.314,K0          
983,5.29,5.33,0.87,1.478,K4III       
984,9.12,4.88,1.22,0.479,F8          
985,8.25,9.81,1.21,0.448,F5V         
986,7.43,10.44,0.83,0.335,F0          
987,8.88,1.79,1.24,1.047,K0III/IV    
988,7.95,-0.41,0.93,1.537,M...        
989,7.69,2.89,0.85,1.709,M...        
990,8.94,4.7,1.22,1.151,K2III       
991,10.58,8.64,1.94,0.6,G0          
992,10.05,9.1,1.47,0.643,G3/G5V      
993,8.88,2.01,1.3,0.934,G5          
994,9,5.47,0.93,0.415,F3V         
995,8.24,3.99,1.02,1.583,K5          
996,8.18,19.39,1,0.669,G5          
997,9.91,2.9,1.53,0.521,F6V         
998,8.88,1.76,1.01,0.022,A0          
999,8.44,24.69,1.2,0.739,K0          
1000,8.73,15.32,1.34,0.707,K0V+...     
1001,9.12,4.61,1.4,0.471,F3V         
1002,9.23,5.62,1.23,0.995,K0III       
1003,8.66,21.09,1.23,0.743,G8/K0V      
1004,8.88,4.78,1.04,0.352,F0          
1005,8.14,5.39,1.46,0.364,F0V         
1006,11.67,34.54,11.74,1.48,            
1008,7.44,0.07,0.83,1.522,K0          
1007,7.22,1.73,0.6,0.054,B9.5IV      
1009,6.5,6.3,0.82,1.112,K0          
1010,10.07,2.07,1.54,0.724,G2          
1011,7.01,5.28,0.8,1.106,K0          
1012,8.15,5.91,0.96,0.029,A1V         
1013,7.95,15.34,0.99,0.945,K1IV        
1014,8.18,1.12,0.96,1.363,K0          
1015,10.72,4.48,2.09,0.565,F8          
1016,9.56,7.06,1.25,0.659,F8V         
1017,8.51,4.18,0.96,0.873,G6III       
1018,7.22,4.68,1.06,1.051,K0          
1019,7.53,4.24,0.87,0.98,K0III       
1020,9.27,8.04,1.34,0.79,G5          
1021,10.78,3.81,1.97,0.65,            
1022,9.85,15.9,1.78,0.939,K0          
1023,7.34,2.37,0.83,1.639,K2          
1024,9.55,4.23,1.08,0.353,A5          
1025,8.19,2.79,1.21,1.345,K0          
1026,6.63,18.06,0.76,0.402,F2          
1027,8.63,4.71,1.17,1.1,K0          
1028,8.8,6.35,1.36,0.725,G3/G5V      
1029,9.86,5.72,1.59,0.601,F7/F8V      
1030,6.71,1.21,0.8,-0.116,B2V         
1031,7.22,49.18,0.78,0.775,K0V         
1032,8.49,1.97,1.24,1.63,K5III       
1033,7.37,2.47,0.94,1.619,M...        
1034,10.51,5.93,1.93,0.57,G0          
1035,8.84,4.68,1.09,0.426,F5          
1036,10.54,0.03,1.54,0.82,            
1037,8.39,2.51,1.01,1.223,K0          
1038,8.19,7.41,1.07,0.407,F0          
1039,7.94,0.92,0.81,0.501,A9Iab:      
1040,8.62,5.43,1.7,0.505,F8          
1042,7.8,2.95,0.75,1.099,F2V         
1043,7.17,8.09,0.76,0.202,A2          
1044,10.74,27.5,1.94,1.308,K5          
1045,10.1,5.52,1.48,0.584,F8          
1046,6.66,6.07,0.95,0.961,G8/K0III    
1047,9.94,5.79,1.76,0.626,G0V         
1048,7.69,5.76,0.84,0.958,G5          
1049,7.62,4.7,0.84,1.217,K0          
1050,11.44,1.56,3.02,1.2,M0V:        
1051,8.75,11.11,1.11,0.401,F5          
1053,7.58,6.4,1.12,1.097,K0          
1052,9.02,9.18,0.94,0.489,F5          
1054,9.03,3.85,1.46,1.263,K2III       
1055,10.41,24.96,2.95,1.36,M0          
1057,6.52,7.17,0.78,1.05,K1III       
1056,8.17,-0.86,1.15,0.899,G8III       
1058,7.57,14.72,0.86,0.453,F5IV        
1059,10.01,2.43,2.22,0.856,G0          
1060,10.68,5.84,3.9,0.689,G2          
1061,8.39,3.67,0.99,1.05,G5          
1062,8.05,1.79,1.13,1.165,K2          
1063,6.63,8.55,0.63,0.226,Am...       
1064,9.17,5.06,1.33,1.005,K0          
1065,7.55,5.66,0.98,1.24,K1/K2III    
1066,7.21,3.38,0.91,1.53,K3/K4III    
1067,2.83,9.79,0.81,-0.19,B2IV        
1068,12.49,37.3,6.34,1.4,M6          
1069,7.44,5.17,0.92,1.279,K1/K2III    
1070,8.83,4.39,1.1,1.136,K0          
1071,7.98,11.12,1.08,0.396,F2V         
1072,7.45,10.64,0.9,0.48,F5IV/V      
1073,7.72,10.64,0.91,0.333,F0          
1074,5.78,4,0.49,1.71,M0/M1III    
1075,7.32,3.6,0.78,0.061,A0          
1076,6.24,8.08,1.15,0.68,G0III       
1077,10.24,0.12,1.55,0.57,B2.5V       
1078,9.86,28.3,1.48,1.19,K7          
1079,8.72,3.88,1.27,1.037,K2III       
1080,10.88,1.8,1.42,0.39,            
1081,8.44,2.49,0.99,1.079,K0III       
1082,10.68,1.92,5.38,0.738,            
1083,10.77,36.74,2.54,1.444,            
1084,8.84,4.32,0.97,1.202,K2III       
1085,9.05,30,1.25,0.913,K1V         
1086,5.71,28.57,0.74,0.331,F0IV        
1087,9.58,1.79,1.52,1,K2          
1088,8.58,4.09,1.12,0.178,A5IV        
1089,8.2,4.67,0.89,0.083,A0          
1090,7.98,7.03,0.89,0.214,A2          
1091,9.22,2.87,1.09,0.993,K0III       
1092,11.14,51.12,3.31,1.556,M0          
1093,7.26,4.88,0.76,1.257,K0          
1094,10.96,11.12,2.34,0.952,            
1095,8.65,5.97,3.04,0.442,F2          
1096,5.94,3.22,0.83,1.548,K5III       
1097,8.99,4.25,1.45,1.134,K0III       
1098,8.08,7.52,1.27,1.055,G5          
1099,6.14,4.23,0.8,1.49,K4III       
1100,8.59,4.06,1.13,0.097,A0          
1101,6.97,9.78,0.91,0.18,A5IV        
1102,6.86,6.48,0.94,1.096,K1IIICNIV   
1103,7.41,13.08,0.96,0.44,F2          
1104,8.73,1.46,1.01,-0.117,B3          
1105,8.07,9.34,0.82,0.559,G0          
1106,8.54,2.5,1.15,1.31,K2III       
1107,6.79,2.79,0.81,1.257,K0          
1108,8.96,8.59,1.2,0.465,F0          
1109,9.08,1.55,1.24,1.155,K0          
1110,9.48,1.4,1.24,1.58,M2          
1112,8.9,1.09,1.07,1.633,K5          
1111,9.09,6.24,1.95,0.631,G5V         
1113,8.76,22.86,0.87,0.743,G6V         
1114,7.15,14.45,0.76,0.513,F6V         
1115,7.39,3.24,1.03,-0.165,B4V         
1116,8.93,10.74,1.17,0.628,G1V         
1117,8.74,-0.03,1.25,1.297,K0          
1118,6.91,3.11,0.74,1.12,G8II        
1119,9.42,24.14,1.58,0.962,K0          
1120,7.41,4.28,0.9,0.947,G6III       
1121,9.22,6.69,1.23,0.523,G0          
1122,8.79,0.45,1,0.115,A0          
1123,6.22,11.13,0.73,0.009,A1V         
1124,7.17,3.49,0.6,1.626,M4III:      
1125,8.4,5.52,1.05,0.398,F4V         
1127,8.6,3.2,1.34,0.416,A5          
1126,6.97,2.4,0.59,1.341,K2III       
1128,8.36,23.68,1.19,0.645,G5          
1130,9.23,2.66,1.35,1.12,K0          
1131,8.25,1.26,0.84,1.735,M2          
1132,7.7,3.42,0.8,0.661,A0          
1133,7,9.36,0.88,0.534,F7IV        
1134,7.32,21.66,1.17,0.521,F5          
1135,8.6,3.59,1.14,1.07,G5          
1136,10.25,5.7,1.83,0.45,F5          
1137,8.08,13.44,0.89,0.461,F5V         
1138,7.84,0.69,1.08,1.195,G8III       
1139,7.7,4.17,0.83,1.468,K2          
1140,6.66,21.62,0.68,0.462,F5IV/V      
1141,7.99,3,1.02,1.145,K0          
1142,8.2,4.1,0.77,0.214,A7IV        
1143,7.84,4.39,1.04,0.035,A0          
1144,7.42,20.23,1.2,0.64,G5V         
1145,10.2,2.39,2.31,0.794,G5          
1146,6.63,2.53,0.62,1.697,M1III       
1147,6.89,18.19,0.9,0.502,F7V         
1148,8.51,22.51,1.49,0.73,G8III       
1149,9,1.72,1.27,0.356,A5          
1151,9.42,11.19,1.5,0.831,K0/K1VCN... 
1150,7.72,2.65,0.65,1.029,G5          
1152,8.17,7.15,1.41,0.563,F8V         
1153,7.19,3.74,0.97,1.34,K0          
1154,8.93,7.55,1.12,0.618,G1/G2V      
1155,8.08,3.32,1.05,1.251,K2III       
1156,8.23,10.93,0.98,0.475,F2          
1157,8.31,2.65,0.95,-0.015,B8          
1158,5.13,5.21,0.79,1.601,M3IIIvar    
1159,10.17,2.69,1.46,0.472,F3IV/V      
1160,9.54,0.5,1.48,1.071,K2          
1161,6.95,12.17,0.82,0.494,F5V         
1162,9.17,0.1,1.27,0.984,F8Iab:      
1163,8.85,4.21,1.4,1.01,G8/K0III    
1164,6.68,4.48,0.83,1.172,K0          
1165,8.77,1.39,1.44,1.534,M1III       
1166,9.49,8.31,1.44,0.476,F6V         
1167,8.27,1.62,1.56,0.2,A0          
1168,4.79,10.01,0.77,1.572,M2III       
1169,7.03,11.81,0.82,0.461,F5          
1171,8.69,-0.43,1.1,1.401,K3III       
1170,4.44,6.62,0.82,1.64,M1III       
1172,8.9,2.74,1.19,1.064,K0III       
1173,9.18,13.85,1.37,0.657,G3V         
1174,9.1,12.12,1.4,0.681,G0          
1175,8.71,0.97,1.17,1.367,K2/K3III    
1176,6.63,7.76,0.78,1.03,G8III/IV    
1177,7.92,3.02,1.4,1.2,K0IV        
1178,8.1,3.37,0.99,0.067,A0          
1179,8.67,0.11,1.09,1.062,K2          
1180,8.4,1.29,0.82,0.169,B9V...      
1181,7.13,3.93,0.77,1.17,K2III       
1183,10.22,6.24,2.05,0.61,G0          
1184,8.49,8.41,0.87,0.528,F6V         
1185,6.82,11.33,0.89,0.257,A7III       
1187,10.04,13.96,1.97,0.84,F5          
1188,8.62,7.09,1.01,0.556,F8          
1189,8.12,4.97,1.66,0.3,A5          
1190,8.01,6.81,2.18,0.445,F3V         
1191,5.77,9.4,0.78,-0.084,B9V         
1192,6.64,4.57,0.91,1.499,M0          
1193,6.25,9.18,0.71,-0.004,A1p         
1194,7.06,4.35,1.08,1,K2          
1195,6.17,4.41,0.87,1.344,K3III       
1196,6.02,12.47,1.28,0.312,F0IV        
1197,7.58,15.91,3.9,0.396,A7          
1198,8.1,0.76,1.12,1.477,K4III       
1199,8.41,6.97,1.11,0.492,F8          
1200,8.16,0.78,0.82,1.304,K2          
1201,8.99,8.05,1.45,0.428,F3V         
1202,7.68,1.79,0.85,1.188,G5          
1203,9.09,9.36,1.24,0.53,G0V         
1204,7.67,1.8,1,-0.086,B9          
1205,9.72,4.47,1.42,1.073,K0          
1206,8.57,22.9,0.93,0.695,G6V         
