logT,Absolute Mag,B-V,Predicted_SpT
4.225,-1.12,0.28,B
4.2,-0.65,0.3,B
4.2,-0.65,0.3,B
4.2,-0.65,0.3,B
4.4,-0.64,0.19,A
4.225,-0.3,0.28,A
4.283,-0.17,0.24,A
4.325,-0.11,0.22,A
4.237,-0.03,0.27,A
4.3,0.79,0.23,A
4.15,1.35,0.33,A
4.15,1.43,0.33,A
4.237,1.93,0.27,A
4.183,2.05,0.31,A
4.03,2.16,0.42,F
3.994,2.19,0.46,F
4.35,2.26,0.21,A
4.04,2.28,0.41,F
4.375,2.3,0.2,A
4.15,2.31,0.33,A
4.183,2.32,0.31,A
3.936,2.54,0.56,F
3.936,2.54,0.56,F
3.936,2.54,0.56,F
4.02,2.65,0.43,F
4.0,2.73,0.45,F
3.975,2.77,0.49,F
4.25,2.86,0.26,A
4.01,2.97,0.44,F
4.2,3.1,0.3,F
3.936,3.11,0.56,F
3.936,3.18,0.56,F
3.918,3.33,0.6,F
3.896,3.39,0.65,F
3.885,3.48,0.68,G
3.708,-0.04,1.09,G
3.708,-0.04,1.09,G
3.708,-0.04,1.09,G
3.668,0.88,1.29,K
3.668,0.88,1.29,K
3.668,0.88,1.29,K
3.686,1.09,1.2,K
3.638,1.36,1.44,K
3.638,1.36,1.44,K
3.638,1.36,1.44,K
3.831,1.48,0.54,A
3.775,1.49,0.75,A
3.692,1.6,1.17,K
3.664,1.65,1.31,K
3.664,1.65,1.31,K
3.664,1.65,1.31,K
3.621,1.87,1.52,K
3.791,1.95,0.68,F
3.694,2.18,1.16,K
3.819,2.2,0.58,F
3.67,2.27,1.28,K
3.67,2.27,1.28,K
3.67,2.27,1.28,K
3.71,2.3,1.08,K
3.627,2.31,1.49,K
3.55,2.34,1.79,K
3.652,2.42,1.37,K
3.652,2.42,1.37,K
3.652,2.42,1.37,K
3.803,2.42,0.63,F
3.798,2.43,0.65,F
3.615,2.53,1.55,K
3.809,2.65,0.61,F
3.865,2.67,0.44,F
3.865,2.67,0.44,F
3.865,2.67,0.44,F
3.813,2.69,0.6,F
3.905,2.71,0.34,F
3.764,2.73,0.8,G
3.945,2.73,0.25,A
3.806,2.75,0.62,F
3.579,2.76,1.69,K
3.571,2.78,1.72,K
3.708,2.79,1.09,K
3.793,2.79,0.67,F
3.666,2.8,1.3,K
3.666,2.8,1.3,K
3.666,2.8,1.3,K
3.816,2.81,0.59,F
3.782,2.82,0.72,F
3.877,2.83,0.41,F
3.78,2.86,0.73,F
3.658,2.87,1.34,K
3.658,2.87,1.34,K
3.658,2.87,1.34,K
3.789,2.93,0.69,F
3.527,2.96,1.81,K
3.847,2.97,0.49,F
3.847,2.97,0.49,F
3.847,2.97,0.49,F
3.877,2.99,0.41,F
3.862,2.99,0.45,F
3.74,3.0,0.91,G
3.791,3.0,0.68,F
3.736,3.02,0.93,K
3.773,3.02,0.76,G
3.692,3.06,1.17,K
3.844,3.07,0.5,F
3.844,3.07,0.5,F
3.844,3.07,0.5,F
3.782,3.09,0.72,G
3.858,3.16,0.46,F
3.892,3.22,0.37,F
3.869,3.25,0.43,F
3.881,3.3,0.4,F
3.8,3.3,0.64,F
3.813,3.36,0.6,F
3.865,3.36,0.44,F
3.869,3.37,0.43,F
3.825,3.41,0.56,F
3.825,3.41,0.56,F
3.825,3.41,0.56,F
3.881,3.44,0.4,F
3.841,3.51,0.51,F
3.77,3.52,0.77,G
3.816,3.52,0.59,F
3.816,3.52,0.59,F
3.816,3.52,0.59,F
3.914,3.53,0.32,F
3.881,3.56,0.4,F
3.741,3.56,0.9,G
3.69,3.62,1.18,K
3.862,3.63,0.45,F
3.918,3.63,0.31,F
3.869,3.64,0.43,F
3.819,3.69,0.58,F
3.844,3.7,0.5,F
3.847,3.74,0.49,F
3.923,3.75,0.3,F
3.862,3.75,0.45,F
3.877,3.78,0.41,F
3.837,3.8,0.52,F
3.806,3.8,0.62,G
3.806,3.8,0.62,G
3.806,3.8,0.62,G
3.786,3.8,0.7,G
3.755,3.81,0.84,G
3.873,3.82,0.42,F
3.798,3.86,0.65,G
3.798,3.86,0.65,G
3.798,3.86,0.65,G
3.892,3.87,0.37,F
3.892,3.88,0.37,F
3.862,3.9,0.45,F
3.844,3.9,0.5,F
3.834,3.91,0.53,F
3.822,3.92,0.57,F
3.885,3.92,0.39,F
3.873,3.94,0.42,F
3.766,3.97,0.79,G
3.803,3.98,0.63,G
3.793,4.03,0.67,G
3.793,4.03,0.67,G
3.793,4.03,0.67,G
3.869,4.03,0.43,F
3.806,4.05,0.62,G
3.795,4.06,0.66,G
3.834,4.07,0.53,F
3.725,4.08,0.97,K
3.837,4.09,0.52,F
3.739,4.13,0.91,G
3.75,4.13,0.86,G
3.816,4.16,0.59,G
3.837,4.17,0.52,F
3.739,4.19,0.91,G
3.741,4.2,0.9,G
3.841,4.2,0.51,F
3.741,4.21,0.9,G
3.816,4.21,0.59,G
3.831,4.22,0.54,F
3.892,4.23,0.37,G
3.784,4.25,0.71,G
3.784,4.25,0.71,G
3.784,4.25,0.71,G
3.803,4.26,0.63,G
3.816,4.26,0.59,G
3.755,4.27,0.84,G
3.732,4.28,0.94,K
3.739,4.28,0.91,G
3.784,4.3,0.71,G
3.822,4.32,0.57,G
3.793,4.33,0.67,G
3.914,4.35,0.32,G
3.816,4.36,0.59,G
3.734,4.37,0.93,K
3.819,4.4,0.58,G
3.881,4.41,0.4,G
3.78,4.43,0.73,G
3.819,4.45,0.58,G
3.806,4.46,0.62,G
3.768,4.47,0.78,G
3.768,4.47,0.78,G
3.768,4.47,0.78,G
3.773,4.48,0.76,G
3.773,4.48,0.76,G
3.773,4.48,0.76,G
3.766,4.49,0.79,G
3.766,4.49,0.79,G
3.766,4.49,0.79,G
3.743,4.51,0.89,G
3.841,4.51,0.51,G
3.743,4.55,0.89,G
3.786,4.56,0.7,G
3.75,4.56,0.86,G
3.795,4.58,0.66,G
3.773,4.6,0.76,G
3.8,4.65,0.64,G
3.755,4.66,0.84,G
3.755,4.66,0.84,G
3.755,4.66,0.84,G
3.786,4.7,0.7,G
3.798,4.73,0.65,G
3.881,4.73,0.4,G
3.862,4.75,0.45,G
3.625,4.8,1.5,K
3.858,4.82,0.46,G
3.741,4.84,0.9,G
3.755,4.93,0.84,G
3.625,4.99,1.5,K
3.862,4.99,0.45,G
3.734,4.99,0.93,K
3.793,5.01,0.67,G
3.748,5.03,0.87,G
3.759,5.03,0.82,G
3.75,5.06,0.86,G
3.625,5.12,1.5,K
3.748,5.14,0.87,G
5.95,0.1,0.0,B
4.075,1.84,0.36,A
3.559,1.92,2.03,K
3.702,1.94,1.39,K
3.756,2.17,1.11,K
3.963,2.21,0.49,F
3.822,2.23,0.84,F
3.773,2.29,1.03,K
3.767,2.37,1.06,K
4.03,2.47,0.4,F
3.715,2.47,1.32,K
4.03,2.47,0.4,F
3.927,2.54,0.56,F
3.927,2.54,0.56,F
3.927,2.54,0.56,F
3.905,2.58,0.61,F
3.71,2.58,1.35,K
3.708,2.59,1.36,K
3.963,2.67,0.49,F
3.715,2.71,1.32,K
3.881,2.78,0.67,F
3.715,2.81,1.32,K
3.769,2.84,1.05,K
3.704,2.95,1.38,K
3.725,2.96,1.27,K
3.963,2.98,0.49,F
3.896,2.99,0.63,F
3.896,2.99,0.63,F
3.896,2.99,0.63,F
3.95,3.01,0.51,F
3.95,3.01,0.51,F
3.712,3.06,1.34,K
3.793,3.08,0.94,K
3.728,3.1,1.25,K
3.732,3.11,1.23,K
3.945,3.11,0.52,F
3.717,3.14,1.31,K
3.7,3.17,1.4,K
3.737,3.17,1.2,K
3.755,3.18,1.11,K
3.737,3.25,1.2,K
4.03,3.27,0.4,F
3.873,3.3,0.69,F
3.873,3.3,0.69,F
3.873,3.3,0.69,F
3.844,3.31,0.77,G
3.744,3.32,1.16,K
3.877,3.33,0.68,F
3.877,3.33,0.68,F
3.877,3.33,0.68,F
3.918,3.33,0.58,F
3.834,3.39,0.8,G
3.786,3.39,0.97,K
3.896,3.39,0.63,F
3.888,3.45,0.65,F
3.862,3.6,0.72,G
3.862,3.6,0.72,G
3.862,3.6,0.72,G
3.828,3.7,0.82,G
3.854,3.71,0.74,G
3.854,3.71,0.74,G
3.854,3.71,0.74,G
3.892,3.74,0.64,G
3.837,3.78,0.79,G
3.837,3.78,0.79,G
3.837,3.78,0.79,G
3.932,3.82,0.55,F
3.85,3.82,0.75,G
3.85,3.82,0.75,G
3.85,3.82,0.75,G
3.941,3.88,0.53,F
3.816,3.9,0.86,G
3.873,3.92,0.69,G
3.881,3.93,0.67,G
3.888,3.97,0.65,G
3.841,3.98,0.78,G
3.841,3.98,0.78,G
3.841,3.98,0.78,G
3.777,4.01,1.01,K
3.8,4.04,0.91,G
3.85,4.05,0.75,G
3.854,4.14,0.74,G
3.869,4.17,0.7,G
3.841,4.19,0.78,G
3.847,4.19,0.76,G
3.773,4.2,1.03,K
3.885,4.21,0.66,G
3.85,4.23,0.75,G
3.822,4.28,0.84,G
3.822,4.28,0.84,G
3.822,4.28,0.84,G
3.885,4.29,0.66,G
3.869,4.32,0.7,G
3.847,4.33,0.76,G
3.9,4.33,0.62,G
3.745,4.36,1.15,K
3.888,4.41,0.65,G
3.803,4.44,0.9,G
3.803,4.44,0.9,G
3.803,4.44,0.9,G
3.834,4.55,0.8,G
3.793,4.57,0.94,G
3.789,4.57,0.96,K
3.764,4.58,1.07,K
3.914,4.61,0.59,G
3.914,4.62,0.59,G
3.8,4.64,0.91,G
3.8,4.64,0.91,G
3.8,4.64,0.91,G
3.858,4.65,0.73,G
3.837,4.68,0.79,G
3.85,4.71,0.75,G
3.9,4.73,0.62,G
3.816,4.74,0.86,G
3.798,4.81,0.92,G
3.798,4.81,0.92,G
3.798,4.81,0.92,G
3.75,4.85,1.13,K
3.819,4.86,0.85,G
3.819,4.9,0.85,G
3.834,4.92,0.8,G
3.831,4.94,0.81,G
3.739,4.97,1.18,K
3.78,4.97,1.0,K
3.78,4.97,1.0,K
3.78,4.97,1.0,K
3.711,5.01,1.31,K
3.784,5.03,0.98,K
3.784,5.03,0.98,K
3.784,5.03,0.98,K
3.775,5.08,1.02,K
3.775,5.08,1.02,K
3.775,5.08,1.02,K
3.77,5.08,1.04,K
3.858,5.11,0.73,G
3.775,5.13,1.02,K
3.775,5.13,1.02,K
3.775,5.13,1.02,K
3.909,5.17,0.6,G
3.75,5.17,1.13,K
3.768,5.23,1.05,K
3.768,5.23,1.05,K
3.768,5.23,1.05,K
3.752,5.25,1.12,K
3.834,5.26,0.8,G
3.819,5.28,0.85,G
3.732,5.29,1.21,K
3.725,5.31,1.24,K
3.761,5.32,1.08,K
3.761,5.32,1.08,K
3.761,5.32,1.08,K
3.757,5.33,1.1,K
3.752,5.34,1.12,K
3.786,5.35,0.97,K
3.869,5.41,0.7,G
3.72,5.43,1.26,K
3.841,5.44,0.78,G
3.809,5.62,0.88,K
3.759,5.69,1.09,K
3.806,5.69,0.89,K
3.77,5.94,1.04,K
3.755,6.01,1.11,K
4.15,-1.65,0.29,B
4.05,-1.55,0.36,B
4.02,-1.34,0.39,B
4.8,-0.5,0.1,B
3.988,-0.33,0.43,B
4.1,-0.06,0.32,B
4.117,-0.02,0.31,A
4.2,0.34,0.26,A
4.05,0.51,0.36,A
4.0,0.56,0.41,A
4.183,0.6,0.27,A
4.1,0.68,0.32,A
4.183,0.83,0.27,A
4.45,0.89,0.14,A
3.981,1.07,0.44,A
4.02,1.08,0.39,A
4.03,1.11,0.38,A
4.03,1.11,0.38,A
4.03,1.11,0.38,A
3.994,1.13,0.42,A
4.325,1.17,0.18,A
4.2,1.43,0.26,A
4.03,1.62,0.38,F
4.04,1.64,0.37,F
3.945,1.7,0.5,A
3.969,1.74,0.46,A
3.892,1.89,0.62,A
3.956,1.9,0.48,A
4.167,1.92,0.28,A
3.896,1.94,0.61,A
4.267,1.97,0.21,A
4.03,2.06,0.38,A
4.1,2.09,0.32,A
3.956,2.19,0.48,F
3.956,2.19,0.48,F
3.956,2.19,0.48,F
4.075,2.19,0.34,A
3.956,2.19,0.48,F
3.956,2.19,0.48,F
3.956,2.19,0.48,F
4.133,2.2,0.3,A
4.133,2.2,0.3,A
4.075,2.49,0.34,F
4.0,2.5,0.41,F
3.994,2.5,0.42,F
4.075,2.68,0.34,F
3.981,2.75,0.44,F
3.892,2.75,0.62,F
4.05,2.86,0.36,F
3.981,2.98,0.44,F
4.02,3.03,0.39,F
3.945,3.1,0.5,F
3.9,3.2,0.6,F
3.9,3.25,0.6,F
3.9,3.28,0.6,F
4.133,3.35,0.3,F
3.945,3.36,0.5,F
3.945,3.39,0.5,F
3.862,3.4,0.7,G
3.862,3.4,0.7,G
3.862,3.4,0.7,G
3.862,3.46,0.7,G
3.862,3.46,0.7,G
3.862,3.46,0.7,G
4.01,3.47,0.4,F
3.945,3.5,0.5,F
3.945,3.6,0.5,F
3.945,3.6,0.5,F
3.862,3.6,0.7,G
4.01,3.7,0.4,F
3.732,3.8,1.2,K
4.267,-2.1,-0.05,B
4.267,-2.1,-0.05,B
4.267,-2.1,-0.05,B
4.15,-1.35,0.03,B
4.133,-1.29,0.04,B
4.133,-1.06,0.04,B
4.1,-0.98,0.06,B
4.133,-0.44,0.04,B
4.15,-0.25,0.03,B
4.167,-0.1,0.02,B
4.167,-0.06,0.02,B
4.117,0.22,0.05,A
4.1,0.3,0.06,A
4.075,0.33,0.08,A
4.133,0.45,0.04,A
4.117,0.48,0.05,A
4.1,0.66,0.06,A
4.075,0.83,0.08,A
4.05,1.08,0.1,A
4.05,1.11,0.1,A
3.994,1.19,0.16,A
4.03,1.28,0.12,A
4.062,1.29,0.09,A
4.062,1.29,0.09,A
3.975,1.4,0.19,A
4.0,1.46,0.15,A
4.01,1.47,0.14,A
3.994,1.48,0.16,A
4.0,1.57,0.15,A
3.981,1.64,0.18,A
3.945,1.64,0.24,A
3.981,1.69,0.18,A
3.994,1.71,0.16,A
3.969,1.75,0.2,A
4.062,1.77,0.09,A
3.9,1.79,0.34,A
3.963,1.8,0.21,A
3.945,1.85,0.24,A
3.994,1.86,0.16,A
4.01,1.87,0.14,A
3.994,2.0,0.16,A
3.975,2.0,0.19,A
3.975,2.31,0.19,A
3.956,2.43,0.22,A
3.945,2.47,0.24,A
3.847,3.08,0.48,F
3.892,3.16,0.36,F
3.825,3.19,0.55,F
3.825,3.19,0.55,F
3.825,3.19,0.55,F
3.892,3.25,0.36,F
3.869,3.29,0.42,F
3.869,3.31,0.42,F
3.862,3.46,0.44,F
3.865,3.57,0.43,F
3.819,3.71,0.57,F
3.837,3.95,0.51,F
3.8,4.14,0.63,G
3.806,4.23,0.61,G
3.789,4.28,0.68,G
3.657,-1.76,1.83,K
3.657,-1.76,1.83,K
3.657,-1.76,1.83,K
4.45,-0.64,0.24,A
4.225,-0.35,0.34,B
4.225,-0.35,0.34,B
4.225,-0.35,0.34,B
4.117,-0.16,0.41,B
3.679,0.02,1.66,K
3.679,0.02,1.66,K
3.679,0.02,1.66,K
4.375,0.18,0.26,A
3.664,0.2,1.71,K
3.664,0.2,1.71,K
3.664,0.2,1.71,K
4.283,0.3,0.3,A
4.2,0.89,0.36,A
4.15,0.94,0.39,A
5.45,1.08,0.13,A
4.167,1.18,0.38,A
4.212,1.21,0.35,A
4.325,1.28,0.28,A
4.35,1.32,0.27,A
4.2,1.34,0.36,A
4.117,1.37,0.41,F
4.283,1.4,0.3,A
4.2,1.43,0.36,A
4.05,1.44,0.46,F
4.04,1.49,0.47,F
4.283,1.5,0.3,A
4.15,1.55,0.39,F
4.1,1.57,0.42,F
4.15,1.66,0.39,F
4.1,1.68,0.42,F
4.237,1.72,0.33,A
4.01,1.74,0.5,A
4.01,1.74,0.5,A
4.01,1.74,0.5,A
4.15,1.76,0.39,F
4.225,1.8,0.34,A
3.896,1.93,0.71,A
3.988,1.97,0.53,A
3.988,1.97,0.53,A
3.988,1.97,0.53,A
4.2,1.97,0.36,A
4.167,1.99,0.38,A
4.01,2.01,0.5,A
4.03,2.02,0.48,A
5.75,2.03,0.1,A
4.03,2.06,0.48,A
4.237,2.1,0.33,A
4.212,2.11,0.35,A
4.25,2.12,0.32,A
4.35,2.13,0.27,A
4.062,2.13,0.45,F
4.04,2.15,0.47,F
4.133,2.21,0.4,F
4.15,2.22,0.39,A
4.075,2.24,0.44,F
4.075,2.28,0.44,F
4.267,2.3,0.31,A
4.183,2.33,0.37,A
4.117,2.36,0.41,F
3.914,2.37,0.67,F
4.087,2.39,0.43,F
4.167,2.44,0.38,F
4.8,2.46,0.2,A
4.133,2.47,0.4,F
4.062,2.53,0.45,F
3.945,2.54,0.6,F
3.945,2.54,0.6,F
3.945,2.54,0.6,F
3.975,2.55,0.55,F
3.914,2.57,0.67,F
3.923,2.65,0.65,F
3.969,2.71,0.56,F
3.918,2.71,0.66,F
4.01,2.73,0.5,F
3.828,2.74,0.9,G
4.05,2.76,0.46,F
4.02,2.76,0.49,F
3.975,2.79,0.55,F
4.167,2.8,0.38,F
3.888,2.82,0.73,F
3.975,2.84,0.55,F
3.988,2.85,0.53,F
3.988,2.88,0.53,F
4.062,2.89,0.45,F
3.941,2.89,0.61,F
3.988,2.9,0.53,F
3.956,2.91,0.58,F
4.183,2.91,0.37,F
3.994,2.93,0.52,F
4.03,2.93,0.48,F
4.02,2.93,0.49,F
3.975,2.93,0.55,F
4.117,3.02,0.41,F
3.932,3.02,0.63,F
3.844,3.03,0.85,G
4.237,3.04,0.33,F
4.02,3.08,0.49,F
3.923,3.08,0.65,F
3.975,3.11,0.55,F
4.062,3.13,0.45,F
3.888,3.14,0.73,F
3.956,3.15,0.58,F
3.941,3.16,0.61,F
3.847,3.16,0.84,G
3.877,3.18,0.76,G
3.981,3.19,0.54,F
3.909,3.27,0.68,F
3.918,3.28,0.66,F
4.075,3.29,0.44,F
5.35,3.31,0.14,A
3.881,3.32,0.75,G
3.885,3.32,0.74,G
3.885,3.32,0.74,G
3.885,3.32,0.74,G
3.936,3.33,0.62,F
3.881,3.35,0.75,G
3.95,3.37,0.59,F
3.945,3.38,0.6,F
4.01,3.39,0.5,F
3.945,3.42,0.6,F
3.932,3.42,0.63,F
3.963,3.47,0.57,F
3.941,3.49,0.61,F
3.85,3.49,0.83,G
3.9,3.54,0.7,G
3.9,3.54,0.7,G
3.877,3.56,0.76,G
3.877,3.56,0.76,G
3.877,3.56,0.76,G
3.941,3.59,0.61,F
3.936,3.6,0.62,F
3.936,3.61,0.62,F
4.01,3.63,0.5,F
3.854,3.71,0.82,G
4.117,-1.9,-0.12,B
4.087,-1.27,-0.1,B
4.15,-1.02,-0.14,B
4.1,-0.96,-0.11,B
4.1,-0.96,-0.11,B
4.1,-0.96,-0.11,B
4.1,-0.82,-0.11,B
4.1,-0.82,-0.11,B
4.1,-0.82,-0.11,B
4.1,-0.62,-0.11,B
4.087,-0.55,-0.1,B
4.133,-0.37,-0.13,B
4.075,-0.36,-0.09,B
4.087,0.03,-0.1,B
4.05,0.03,-0.07,B
4.062,0.2,-0.08,B
4.01,0.3,-0.03,B
4.04,0.59,-0.06,B
3.956,0.64,0.05,A
3.975,0.69,0.02,A
3.975,0.69,0.02,A
3.975,0.69,0.02,A
3.956,0.75,0.05,A
3.956,0.75,0.05,A
3.956,0.75,0.05,A
3.981,0.76,0.01,A
4.062,0.77,-0.08,B
4.01,0.91,-0.03,A
4.04,0.93,-0.06,B
4.02,0.98,-0.04,A
4.05,1.0,-0.07,B
3.941,1.02,0.08,A
3.941,1.02,0.08,A
3.941,1.02,0.08,A
3.994,1.03,-0.01,A
3.975,1.33,0.02,A
3.981,1.51,0.01,A
3.975,1.58,0.02,A
3.936,1.65,0.09,A
3.923,1.65,0.12,A
3.956,1.69,0.05,A
3.892,2.04,0.19,A
3.914,2.13,0.14,A
3.914,2.25,0.14,A
3.892,2.4,0.19,A
3.885,2.42,0.21,A
3.881,2.58,0.22,A
3.66,-0.51,1.46,K
3.66,-0.51,1.46,K
3.66,-0.51,1.46,K
3.736,-0.34,1.05,G
3.736,-0.34,1.05,G
3.736,-0.34,1.05,G
3.923,-0.2,0.39,B
3.652,-0.11,1.46,K
3.652,-0.11,1.46,K
3.652,-0.11,1.46,K
3.633,0.52,1.55,K
3.633,0.52,1.55,K
3.633,0.52,1.55,K
4.25,0.64,0.06,A
4.225,0.82,0.08,A
4.1,0.82,0.16,A
4.075,0.88,0.18,A
4.075,1.01,0.18,A
4.2,1.07,0.1,A
3.819,1.2,0.67,A
4.183,1.23,0.11,A
4.1,1.41,0.16,A
4.05,1.46,0.2,A
4.283,1.46,0.04,A
4.183,1.56,0.11,A
3.627,1.82,1.58,K
4.075,1.82,0.18,A
4.0,1.85,0.25,A
4.0,2.05,0.25,A
4.075,2.05,0.18,A
3.918,2.09,0.4,F
3.918,2.09,0.4,F
3.918,2.09,0.4,F
3.927,2.11,0.38,F
3.927,2.11,0.38,F
3.927,2.11,0.38,F
3.963,2.13,0.31,A
4.03,2.34,0.22,A
4.2,2.39,0.1,A
4.02,2.47,0.23,A
3.969,2.47,0.3,A
4.075,2.47,0.18,A
4.02,2.52,0.23,A
3.877,2.59,0.5,F
3.927,2.69,0.38,F
3.932,2.86,0.37,F
3.988,2.89,0.27,F
3.923,2.89,0.39,F
3.905,2.91,0.43,F
3.9,2.91,0.44,F
3.941,2.95,0.35,F
4.0,3.0,0.25,F
3.831,3.04,0.63,F
3.969,3.08,0.3,F
3.909,3.12,0.42,F
3.825,3.13,0.65,F
3.834,3.14,0.62,F
3.909,3.19,0.42,F
3.85,3.22,0.57,F
3.85,3.22,0.57,F
3.85,3.22,0.57,F
3.963,3.75,0.31,F
3.652,0.56,1.23,K
3.652,0.56,1.23,K
3.652,0.56,1.23,K
3.696,0.7,1.01,K
3.723,1.19,0.87,G
3.888,1.37,0.24,A
3.668,1.4,1.15,K
3.668,1.4,1.15,K
3.668,1.4,1.15,K
3.67,1.41,1.14,K
3.682,1.46,1.08,K
3.666,1.47,1.16,K
3.666,1.47,1.16,K
3.666,1.47,1.16,K
3.668,1.51,1.15,K
3.668,1.51,1.15,K
3.668,1.51,1.15,K
3.672,1.54,1.13,K
3.789,2.1,0.55,F
3.786,2.31,0.56,F
3.816,2.33,0.45,F
3.795,2.38,0.52,F
3.728,2.47,0.83,G
3.806,2.48,0.48,F
3.721,2.52,0.87,G
3.786,2.54,0.56,F
3.694,2.55,1.02,K
3.738,2.6,0.78,F
3.803,2.64,0.49,F
3.806,2.9,0.48,F
3.795,2.91,0.52,F
3.793,2.97,0.53,F
3.795,2.98,0.52,F
3.795,2.99,0.52,F
3.809,2.99,0.47,F
3.816,3.0,0.45,F
3.816,3.0,0.45,F
3.816,3.0,0.45,F
3.798,3.04,0.51,F
3.819,3.06,0.44,F
3.819,3.06,0.44,F
3.819,3.06,0.44,F
3.803,3.22,0.49,F
3.803,3.22,0.49,F
3.803,3.22,0.49,F
3.803,3.36,0.49,F
3.803,3.36,0.49,F
3.803,3.36,0.49,F
3.8,3.38,0.5,F
3.8,3.38,0.5,F
3.8,3.38,0.5,F
3.819,3.41,0.44,F
3.8,3.45,0.5,F
3.8,3.45,0.5,F
3.8,3.45,0.5,F
3.803,3.45,0.49,F
3.803,3.45,0.49,F
3.803,3.45,0.49,F
3.8,3.46,0.5,F
3.8,3.46,0.5,F
3.8,3.46,0.5,F
3.809,3.54,0.47,F
3.813,3.63,0.46,F
3.8,3.67,0.5,F
3.813,3.72,0.46,F
3.793,3.74,0.53,F
3.791,3.85,0.54,F
3.786,3.94,0.56,F
3.789,3.97,0.55,F
3.8,3.99,0.5,F
3.8,4.0,0.5,F
3.791,4.13,0.54,F
3.718,4.25,0.86,G
3.806,4.34,0.48,G
3.789,4.39,0.55,G
3.786,4.42,0.56,G
3.768,4.56,0.64,G
3.789,4.7,0.55,G
3.77,4.86,0.63,G
3.734,4.96,0.79,G
3.766,5.07,0.65,G
3.748,5.19,0.73,G
3.759,5.2,0.68,G
3.759,5.25,0.68,G
3.743,5.56,0.75,K
3.736,5.6,0.78,K
3.714,5.74,0.88,K
3.627,0.11,1.37,K
3.627,0.11,1.37,K
3.627,0.11,1.37,K
3.631,0.11,1.35,K
3.631,0.11,1.35,K
3.631,0.11,1.35,K
3.65,0.71,1.26,K
3.65,0.71,1.26,K
3.65,0.71,1.26,K
3.666,0.74,1.18,K
3.666,0.74,1.18,K
3.666,0.74,1.18,K
3.682,0.89,1.1,K
3.676,0.93,1.13,K
3.682,0.99,1.1,K
3.682,1.0,1.1,K
3.682,1.01,1.1,K
3.963,1.14,0.1,A
3.676,1.16,1.13,K
3.713,1.18,0.94,K
3.905,1.34,0.22,A
3.956,1.43,0.11,A
3.905,1.44,0.22,A
3.888,1.44,0.26,A
3.834,1.65,0.41,F
3.682,1.68,1.1,K
3.95,1.69,0.12,A
3.775,1.72,0.63,A
3.682,1.74,1.1,K
3.69,1.85,1.06,K
3.927,1.89,0.17,A
3.692,1.9,1.05,K
3.725,1.92,0.88,K
3.674,1.96,1.14,K
3.789,2.46,0.57,F
3.822,2.54,0.45,F
3.73,2.59,0.84,G
3.704,2.6,0.99,K
3.786,2.67,0.58,F
3.702,2.67,1.0,K
3.877,2.68,0.29,F
3.73,2.7,0.84,G
3.782,2.7,0.6,F
3.837,2.76,0.4,F
3.837,2.76,0.4,F
3.837,2.76,0.4,F
3.712,2.8,0.94,K
3.8,2.82,0.52,F
3.705,2.84,0.98,K
3.768,2.87,0.66,F
3.77,2.92,0.65,F
3.78,2.94,0.61,F
3.784,2.95,0.59,F
3.782,2.96,0.6,F
3.78,2.99,0.61,F
3.77,2.99,0.65,F
3.741,3.0,0.78,G
3.735,3.02,0.81,G
3.773,3.02,0.64,F
3.782,3.02,0.6,F
3.775,3.04,0.63,F
3.78,3.05,0.61,F
3.784,3.06,0.59,F
3.755,3.06,0.72,G
3.777,3.06,0.62,F
3.78,3.06,0.61,F
3.752,3.07,0.73,G
3.784,3.08,0.59,F
3.721,3.09,0.88,G
3.764,3.09,0.68,F
3.755,3.1,0.72,G
3.777,3.1,0.62,F
3.789,3.11,0.57,F
3.791,3.12,0.56,F
3.782,3.12,0.6,F
3.789,3.12,0.57,F
3.791,3.14,0.56,F
3.789,3.15,0.57,F
3.791,3.15,0.56,F
3.777,3.15,0.62,F
3.819,3.17,0.46,F
3.819,3.17,0.46,F
3.819,3.17,0.46,F
3.748,3.17,0.75,G
3.724,3.18,0.86,G
3.793,3.18,0.55,F
3.789,3.18,0.57,F
3.806,3.2,0.5,F
3.806,3.2,0.5,F
3.806,3.2,0.5,F
3.752,3.2,0.73,G
3.789,3.21,0.57,F
3.745,3.23,0.76,G
3.757,3.23,0.71,G
3.722,3.23,0.87,G
3.789,3.23,0.57,F
3.789,3.23,0.57,F
3.793,3.25,0.55,F
3.777,3.25,0.62,F
3.704,3.26,0.97,K
3.793,3.27,0.55,F
3.798,3.28,0.53,F
3.793,3.28,0.55,F
3.803,3.29,0.51,F
3.803,3.29,0.51,F
3.803,3.29,0.51,F
3.789,3.29,0.57,F
3.755,3.29,0.72,G
3.809,3.31,0.49,F
3.809,3.31,0.49,F
3.809,3.31,0.49,F
3.699,3.31,1.0,K
3.806,3.32,0.5,F
3.806,3.32,0.5,F
3.806,3.32,0.5,F
3.718,3.33,0.89,G
3.795,3.34,0.54,F
3.793,3.35,0.55,F
3.707,3.35,0.95,K
3.718,3.36,0.89,G
3.734,3.37,0.81,G
3.718,3.38,0.89,G
3.777,3.43,0.62,F
3.724,3.45,0.86,G
3.8,3.5,0.52,F
3.8,3.5,0.52,F
3.8,3.5,0.52,F
3.795,3.5,0.54,F
3.795,3.5,0.54,F
3.795,3.5,0.54,F
3.77,3.51,0.65,G
3.782,3.51,0.6,F
3.8,3.51,0.52,F
