logL,Mass[solMass],Vmag,logT,Absolute Mag,B-V,Predicted_SpT
-0.8,-1.0,12.98,3.478,9.75,1.69,M
-1.3,-1.0,13.05,3.547,9.82,1.53,M
0.61,-1.0,13.36,3.215,10.13,1.88,M
-1.96,0.67,13.41,3.648,10.18,1.13,K
-1.98,0.67,13.49,3.645,10.26,1.14,K
-2.05,0.7,13.52,3.668,10.29,1.04,K
-1.1,-1.0,13.62,3.487,10.39,1.7,M
-2.4,0.89,13.95,3.841,10.72,0.33,F
-1.56,0.29,13.95,3.532,10.72,1.58,M
-1.73,0.46,13.98,3.556,10.75,1.5,M
-2.2,1.1,14.02,4.075,10.79,-0.09,B
-2.37,1.04,14.18,4.01,10.95,-0.03,B
-2.32,0.7,14.22,3.664,10.99,1.06,K
-2.19,0.64,14.25,3.62,11.02,1.25,K
-2.19,3.56,14.25,3.62,11.02,1.25,K
-2.19,9.28,14.25,3.62,11.02,1.25,K
-2.05,0.58,14.27,3.589,11.04,1.38,M
-2.43,1.02,14.29,4.0,11.06,-0.02,B
-1.78,0.4,14.45,3.535,11.22,1.57,M
-2.42,0.69,14.55,3.65,11.32,1.12,K
1.06,-1.0,14.62,3.055,11.39,2.02,M
-1.71,0.27,14.65,3.515,11.42,1.64,M
-1.75,0.29,14.76,3.515,11.53,1.64,M
-2.26,0.59,14.83,3.586,11.6,1.39,M
-1.95,0.46,14.84,3.538,11.61,1.56,M
-1.95,0.45,14.93,3.532,11.7,1.58,M
-1.97,0.46,14.94,3.535,11.71,1.57,M
-2.07,0.51,14.97,3.547,11.74,1.53,M
-2.54,0.65,15.13,3.62,11.9,1.25,K
-2.54,3.58,15.13,3.62,11.9,1.25,K
-2.54,9.55,15.13,3.62,11.9,1.25,K
-2.62,0.68,15.13,3.641,11.9,1.16,K
-2.71,0.72,15.15,3.67,11.92,1.03,K
-2.03,0.45,15.24,3.526,12.01,1.6,M
-2.47,0.61,15.26,3.592,12.03,1.37,M
-2.82,0.75,15.27,3.7,12.04,0.9,K
-2.87,0.77,15.3,3.723,12.07,0.8,K
-2.47,0.61,15.32,3.589,12.09,1.38,M
-2.57,0.64,15.33,3.607,12.1,1.31,K
-2.57,3.54,15.33,3.607,12.1,1.31,K
-2.57,9.04,15.33,3.607,12.1,1.31,K
-1.4,-1.0,15.34,3.435,12.11,1.88,M
-2.66,0.66,15.38,3.625,12.15,1.23,K
-2.06,0.44,15.42,3.521,12.19,1.62,M
-2.89,0.74,15.47,3.695,12.24,0.92,K
-2.05,0.41,15.55,3.512,12.32,1.65,M
-2.23,0.5,15.58,3.535,12.35,1.57,M
-2.94,0.73,15.64,3.686,12.41,0.96,K
-2.9,0.71,15.65,3.666,12.42,1.05,K
-2.59,0.61,15.66,3.586,12.43,1.39,M
-2.36,0.54,15.69,3.547,12.46,1.53,M
2.01,-1.0,15.77,2.815,12.54,2.2,M
-2.81,0.66,15.81,3.618,12.58,1.26,K
-2.81,3.59,15.81,3.618,12.58,1.26,K
-2.81,9.65,15.81,3.618,12.58,1.26,K
0.58,-1.0,15.86,3.064,12.63,2.11,M
-2.18,0.44,15.93,3.509,12.7,1.66,M
-2.49,0.56,15.96,3.55,12.73,1.52,M
1.03,-1.0,15.98,2.976,12.75,2.15,M
-1.87,-1.0,15.99,3.465,12.76,1.81,M
-3.22,0.82,16.06,3.782,12.83,0.54,K
-3.23,0.8,16.11,3.768,12.88,0.6,K
-2.19,0.42,16.13,3.5,12.9,1.69,M
-2.01,0.22,16.13,3.476,12.9,1.77,M
-1.71,-1.0,16.16,3.436,12.93,1.91,M
-2.34,0.48,16.17,3.518,12.94,1.63,M
-3.29,0.81,16.22,3.782,12.99,0.54,K
-2.76,0.61,16.25,3.575,13.02,1.43,M
-2.47,0.51,16.44,3.521,13.21,1.62,M
1.02,-1.0,16.47,2.948,13.24,2.2,M
-2.57,0.52,16.7,3.521,13.47,1.62,M
-3.29,0.67,17.01,3.618,13.78,1.26,K
-1.69,-1.0,17.13,3.387,13.9,2.09,M
-1.69,-1.0,17.13,3.387,13.9,2.09,M
-1.92,-1.0,17.16,3.411,13.93,2.0,M
-2.03,-1.0,17.17,3.425,13.94,1.95,M
-3.41,0.65,17.58,3.594,14.35,1.36,K
-3.41,3.56,17.58,3.594,14.35,1.36,K
-3.41,9.2,17.58,3.594,14.35,1.36,K
-3.58,0.65,18.12,3.586,14.89,1.39,M
-3.58,3.54,18.12,3.586,14.89,1.39,M
-3.58,9.04,18.12,3.586,14.89,1.39,M
-3.15,0.55,18.37,3.509,15.14,1.66,M
-3.01,0.5,18.57,3.479,15.34,1.76,M
-4.07,0.7,18.76,3.641,15.53,1.16,K
-4.46,0.87,19.11,3.9,15.88,0.17,A
3.08,5.37,3.71,4.167,-1.79,-0.11,B
2.72,4.32,4.18,4.087,-1.32,-0.06,B
2.84,4.98,4.31,4.167,-1.19,-0.11,B
2.16,3.34,5.46,4.062,-0.04,-0.04,B
1.92,2.69,5.76,3.988,0.26,0.04,A
1.72,2.61,6.29,4.0,0.79,0.02,A
1.73,2.69,6.43,4.04,0.93,-0.02,B
1.68,2.67,6.6,4.05,1.1,-0.03,B
1.48,2.29,6.81,3.975,1.31,0.06,A
1.51,2.37,6.82,4.0,1.32,0.02,A
1.39,2.15,6.95,3.941,1.45,0.12,A
1.28,2.03,7.18,3.923,1.68,0.16,A
1.31,2.15,7.26,3.981,1.76,0.05,A
1.24,2.01,7.35,3.95,1.85,0.1,A
1.17,1.96,7.52,3.95,2.02,0.1,A
1.18,2.0,7.54,3.963,2.04,0.08,A
1.05,1.83,7.77,3.927,2.27,0.15,A
1.0,1.75,7.85,3.905,2.35,0.2,A
0.95,1.67,7.96,3.858,2.46,0.32,F
0.95,1.58,7.96,3.858,2.46,0.32,F
0.95,1.57,7.96,3.858,2.46,0.32,F
0.92,1.69,8.04,3.9,2.54,0.21,A
0.89,1.61,8.11,3.844,2.61,0.36,F
0.89,1.55,8.11,3.844,2.61,0.36,F
0.89,1.51,8.11,3.844,2.61,0.36,F
0.87,1.61,8.17,3.877,2.67,0.27,A
0.84,1.6,8.25,3.881,2.75,0.26,A
0.83,1.56,8.27,3.844,2.77,0.36,F
0.79,1.54,8.37,3.865,2.87,0.3,F
0.7,1.46,8.58,3.85,3.08,0.34,F
0.69,1.45,8.6,3.847,3.1,0.35,F
0.67,1.4,8.69,3.813,3.19,0.46,F
0.67,1.34,8.69,3.813,3.19,0.46,F
0.67,1.31,8.69,3.813,3.19,0.46,F
0.53,1.29,9.05,3.803,3.55,0.49,F
0.52,1.29,9.07,3.813,3.57,0.46,F
0.45,1.22,9.25,3.789,3.75,0.55,F
0.45,1.16,9.25,3.789,3.75,0.55,F
0.45,1.15,9.25,3.789,3.75,0.55,F
0.43,1.24,9.29,3.813,3.79,0.46,F
0.37,1.18,9.45,3.795,3.95,0.52,F
0.36,1.21,9.46,3.809,3.96,0.47,F
0.27,1.13,9.7,3.789,4.2,0.55,G
0.22,1.11,9.83,3.791,4.33,0.54,G
0.2,1.11,9.88,3.791,4.38,0.54,G
0.15,1.08,10.02,3.786,4.52,0.56,G
0.11,1.07,10.11,3.786,4.61,0.56,G
0.11,1.04,10.13,3.773,4.63,0.62,G
0.1,0.97,10.2,3.748,4.7,0.73,G
0.04,1.03,10.31,3.777,4.81,0.6,G
0.01,1.01,10.39,3.77,4.89,0.63,G
0.0,1.0,10.42,3.768,4.92,0.64,G
-0.03,0.99,10.48,3.768,4.98,0.64,G
0.03,0.84,10.48,3.711,4.98,0.89,K
-0.04,0.98,10.52,3.766,5.02,0.65,G
-0.05,0.97,10.55,3.761,5.05,0.67,G
-0.06,0.99,10.56,3.768,5.06,0.64,G
-0.09,0.96,10.66,3.759,5.16,0.68,G
-0.15,0.94,10.8,3.755,5.3,0.7,G
-0.12,0.87,10.81,3.732,5.31,0.8,G
-0.12,0.81,10.86,3.714,5.36,0.88,K
-0.15,0.83,10.91,3.718,5.41,0.86,K
-0.19,0.81,11.04,3.714,5.54,0.88,K
-0.27,0.77,11.27,3.705,5.77,0.92,K
-0.31,0.85,11.29,3.73,5.79,0.81,K
-0.36,0.9,11.33,3.752,5.83,0.71,K
-0.32,0.81,11.34,3.718,5.84,0.86,K
-0.35,0.82,11.4,3.72,5.9,0.85,K
-0.38,0.82,11.47,3.723,5.97,0.84,K
-0.41,0.83,11.53,3.727,6.03,0.82,K
-0.39,0.79,11.54,3.714,6.04,0.88,K
-0.42,0.82,11.57,3.723,6.07,0.84,K
-0.46,0.8,11.71,3.716,6.21,0.87,K
-0.53,0.75,11.93,3.7,6.43,0.94,K
-0.54,0.71,12.02,3.689,6.52,0.99,K
-0.61,0.76,12.12,3.705,6.62,0.92,K
-0.52,0.41,12.16,3.652,6.66,1.15,K
-0.52,0.41,12.16,3.652,6.66,1.15,K
-0.52,0.39,12.16,3.652,6.66,1.15,K
-0.59,0.69,12.18,3.682,6.68,1.02,K
-0.67,0.68,12.41,3.677,6.91,1.04,K
-0.8,0.82,12.51,3.73,7.01,0.81,K
-0.76,0.72,12.57,3.689,7.07,0.99,K
-0.79,0.69,12.71,3.677,7.21,1.04,K
-0.96,0.82,12.89,3.734,7.39,0.79,K
-0.69,-1.0,12.9,3.618,7.4,1.3,K
-0.97,0.63,13.3,3.652,7.8,1.15,K
-1.18,0.86,13.36,3.768,7.86,0.64,K
-1.18,0.86,13.36,3.768,7.86,0.64,K
-0.84,-1.0,13.39,3.607,7.89,1.35,K
-0.77,-1.0,13.46,3.59,7.96,1.44,M
-0.66,-1.0,13.56,3.564,8.06,1.58,M
-1.16,0.7,13.62,3.677,8.12,1.04,K
-1.32,0.73,13.94,3.691,8.44,0.98,K
-1.03,0.4,14.02,3.594,8.52,1.4,K
-1.13,0.53,14.02,3.616,8.52,1.31,K
-1.22,0.56,14.24,3.618,8.74,1.3,K
-1.32,0.61,14.32,3.634,8.82,1.23,K
-1.32,3.55,14.32,3.634,8.82,1.23,K
-1.32,0.16,14.32,3.634,8.82,1.23,K
-1.45,0.65,14.56,3.645,9.06,1.18,K
-1.23,0.36,14.86,3.572,9.36,1.48,M
-1.94,0.8,15.32,3.741,9.82,0.76,K
3.53,9.57,1.79,3.816,-3.81,0.481,F
3.53,7.22,1.79,3.816,-3.81,0.481,F
3.53,6.52,1.79,3.816,-3.81,0.481,F
3.53,5.87,1.79,3.816,-3.81,0.481,F
3.9,9.64,2.88,4.33,-2.72,-0.172,B
3.9,8.98,2.88,4.33,-2.72,-0.172,B
3.9,8.84,2.88,4.33,-2.72,-0.172,B
3.9,8.54,2.88,4.33,-2.72,-0.172,B
3.62,8.16,2.99,4.235,-2.61,-0.118,B
3.62,7.04,2.99,4.235,-2.61,-0.118,B
2.9,5.3,4.0,4.097,-1.6,-0.028,B
2.9,4.44,4.0,4.097,-1.6,-0.028,B
3.01,5.47,4.2,4.183,-1.4,-0.08,B
3.01,4.77,4.2,4.183,-1.4,-0.08,B
2.9,4.94,4.66,4.21,-0.94,-0.098,B
2.9,4.86,4.66,4.21,-0.94,-0.098,B
2.75,4.46,4.97,4.202,-0.63,-0.092,B
2.75,4.52,4.97,4.202,-0.63,-0.092,B
2.55,4.07,5.0,4.122,-0.6,-0.043,B
2.55,3.61,5.0,4.122,-0.6,-0.043,B
2.68,4.27,5.04,4.183,-0.56,-0.08,B
2.68,4.29,5.04,4.183,-0.56,-0.08,B
2.56,3.99,5.15,4.152,-0.45,-0.061,B
2.56,3.94,5.15,4.152,-0.45,-0.061,B
2.56,3.69,5.15,4.152,-0.45,-0.061,B
2.56,3.68,5.15,4.152,-0.45,-0.061,B
2.57,3.96,5.26,4.177,-0.34,-0.076,B
2.57,4.07,5.26,4.177,-0.34,-0.076,B
2.59,4.24,5.46,4.217,-0.14,-0.104,B
2.59,4.32,5.46,4.217,-0.14,-0.104,B
2.44,3.62,5.47,4.155,-0.13,-0.063,B
2.44,3.75,5.47,4.155,-0.13,-0.063,B
2.32,3.41,5.58,4.123,-0.02,-0.044,B
2.32,3.45,5.58,4.123,-0.02,-0.044,B
2.21,3.13,5.82,4.117,0.22,-0.04,B
2.21,3.26,5.82,4.117,0.22,-0.04,B
2.27,3.59,6.06,4.182,0.46,-0.079,B
2.27,3.61,6.06,4.182,0.46,-0.079,B
1.78,2.73,6.24,3.959,0.64,0.126,A
1.78,2.26,6.24,3.959,0.64,0.126,A
1.85,2.71,6.62,4.097,1.02,-0.028,B
1.85,2.74,6.62,4.097,1.02,-0.028,B
1.77,2.6,6.75,4.086,1.15,-0.019,B
1.77,2.63,6.75,4.086,1.15,-0.019,B
1.73,2.56,6.83,4.082,1.23,-0.016,B
1.73,2.58,6.83,4.082,1.23,-0.016,B
1.63,2.29,6.88,4.035,1.28,0.025,B
1.63,2.36,6.88,4.035,1.28,0.025,B
1.72,2.57,6.89,4.087,1.29,-0.02,B
1.72,2.59,6.89,4.087,1.29,-0.02,B
1.6,2.31,6.99,4.045,1.39,0.015,B
1.6,2.36,6.99,4.045,1.39,0.015,B
1.5,2.16,7.15,4.02,1.55,0.04,B
1.5,2.21,7.15,4.02,1.55,0.04,B
1.49,2.18,7.19,4.026,1.59,0.034,B
1.49,2.22,7.19,4.026,1.59,0.034,B
1.44,2.11,7.26,4.013,1.66,0.047,B
1.44,2.15,7.26,4.013,1.66,0.047,B
1.39,2.01,7.28,3.98,1.68,0.092,A
1.39,2.04,7.28,3.98,1.68,0.092,A
1.44,2.17,7.34,4.033,1.74,0.027,B
1.44,2.19,7.34,4.033,1.74,0.027,B
1.47,2.25,7.36,4.054,1.76,0.007,B
1.47,2.25,7.36,4.054,1.76,0.007,B
1.44,-1.0,7.45,4.057,1.85,0.004,B
1.3,1.91,7.46,3.967,1.86,0.113,A
1.3,1.95,7.46,3.967,1.86,0.113,A
1.37,2.11,7.49,4.026,1.89,0.034,B
1.37,2.12,7.49,4.026,1.89,0.034,B
1.23,1.86,7.63,3.966,2.03,0.114,A
1.23,1.89,7.63,3.966,2.03,0.114,A
1.26,1.95,7.64,3.992,2.04,0.073,B
1.26,1.96,7.64,3.992,2.04,0.073,B
1.23,1.88,7.66,3.973,2.06,0.103,A
1.23,1.9,7.66,3.973,2.06,0.103,A
1.2,1.84,7.72,3.967,2.12,0.113,B
1.2,1.87,7.72,3.967,2.12,0.113,B
1.15,1.84,7.85,3.973,2.25,0.104,A
1.15,1.85,7.85,3.973,2.25,0.104,A
1.16,1.87,7.87,3.983,2.27,0.088,B
1.16,1.87,7.87,3.983,2.27,0.088,B
1.11,1.8,7.93,3.965,2.33,0.116,A
1.11,1.81,7.93,3.965,2.33,0.116,A
1.1,1.79,7.94,3.962,2.34,0.121,A
1.1,1.8,7.94,3.962,2.34,0.121,A
1.11,1.82,7.95,3.973,2.35,0.104,B
1.11,1.82,7.95,3.973,2.35,0.104,B
1.0,1.63,8.09,3.916,2.49,0.214,A
1.0,1.65,8.09,3.916,2.49,0.214,A
1.02,1.69,8.09,3.938,2.49,0.166,A
1.02,1.7,8.09,3.938,2.49,0.166,A
1.02,1.75,8.15,3.963,2.55,0.119,B
1.02,1.75,8.15,3.963,2.55,0.119,B
0.97,1.64,8.19,3.929,2.59,0.187,A
0.97,1.65,8.19,3.929,2.59,0.187,A
0.94,-1.0,8.35,3.966,2.75,0.115,B
0.89,1.62,8.41,3.935,2.81,0.173,A
0.89,1.62,8.41,3.935,2.81,0.173,A
0.88,1.6,8.42,3.928,2.82,0.189,A
0.88,1.6,8.42,3.928,2.82,0.189,A
0.85,1.58,8.48,3.923,2.88,0.2,A
0.85,1.58,8.48,3.923,2.88,0.2,A
0.82,1.5,8.52,3.876,2.92,0.312,F
0.82,1.48,8.52,3.876,2.92,0.312,F
0.82,1.4,8.52,3.876,2.92,0.312,F
0.82,1.38,8.52,3.876,2.92,0.312,F
0.81,1.56,8.59,3.923,2.99,0.199,A
0.81,1.56,8.59,3.923,2.99,0.199,A
0.78,1.49,8.6,3.865,3.0,0.34,F
0.78,1.45,8.6,3.865,3.0,0.34,F
0.78,1.41,8.6,3.865,3.0,0.34,F
0.78,1.35,8.6,3.865,3.0,0.34,F
0.77,1.46,8.64,3.886,3.04,0.286,F
0.77,1.46,8.64,3.886,3.04,0.286,F
0.79,-1.0,8.68,3.951,3.08,0.139,G
0.73,1.47,8.75,3.896,3.15,0.261,F
0.73,1.47,8.75,3.896,3.15,0.261,F
0.71,1.45,8.78,3.89,3.18,0.276,F
0.71,1.45,8.78,3.89,3.18,0.276,F
0.71,1.45,8.79,3.89,3.19,0.276,F
0.71,1.45,8.79,3.89,3.19,0.276,F
0.68,1.5,8.88,3.815,3.28,0.492,F
0.68,1.21,8.88,3.815,3.28,0.492,F
0.67,1.55,8.93,3.792,3.33,0.577,F
0.67,1.17,8.93,3.792,3.33,0.577,F
0.64,1.38,8.95,3.869,3.35,0.331,F
0.64,1.37,8.95,3.869,3.35,0.331,F
0.64,1.39,8.97,3.875,3.37,0.316,F
0.64,1.38,8.97,3.875,3.37,0.316,F
0.63,1.38,8.98,3.869,3.38,0.33,F
0.63,1.37,8.98,3.869,3.38,0.33,F
0.6,1.36,9.05,3.866,3.45,0.338,F
0.6,1.35,9.05,3.866,3.45,0.338,F
0.57,-1.0,9.13,3.884,3.53,0.291,G
0.57,1.36,9.14,3.868,3.54,0.333,F
0.57,1.35,9.14,3.868,3.54,0.333,F
0.57,1.34,9.14,3.861,3.54,0.351,F
0.57,1.33,9.14,3.861,3.54,0.351,F
0.56,1.3,9.16,3.846,3.56,0.394,F
0.56,1.3,9.16,3.846,3.56,0.394,F
0.56,1.3,9.17,3.836,3.57,0.426,F
0.56,1.28,9.17,3.836,3.57,0.426,F
0.54,1.3,9.2,3.846,3.6,0.392,F
0.54,1.29,9.2,3.846,3.6,0.392,F
0.55,1.37,9.21,3.807,3.61,0.517,F
0.55,1.15,9.21,3.807,3.61,0.517,F
0.53,1.29,9.22,3.841,3.62,0.408,F
0.53,1.28,9.22,3.841,3.62,0.408,F
0.54,1.3,9.23,3.827,3.63,0.453,F
0.54,1.26,9.23,3.827,3.63,0.453,F
0.54,1.25,9.23,3.827,3.63,0.453,F
0.54,1.19,9.23,3.827,3.63,0.453,F
0.52,1.27,9.25,3.834,3.65,0.43,F
0.52,1.27,9.25,3.834,3.65,0.43,F
0.52,1.28,9.25,3.84,3.65,0.413,F
0.52,1.27,9.25,3.84,3.65,0.413,F
0.43,1.27,9.48,3.844,3.88,0.399,F
0.43,1.27,9.48,3.844,3.88,0.399,F
0.4,1.23,9.56,3.829,3.96,0.446,F
0.4,1.22,9.56,3.829,3.96,0.446,F
0.38,1.23,9.61,3.829,4.01,0.446,F
0.38,1.22,9.61,3.829,4.01,0.446,F
0.38,1.24,9.62,3.834,4.02,0.43,F
0.38,1.24,9.62,3.834,4.02,0.43,F
0.37,1.17,9.66,3.809,4.06,0.51,F
0.37,1.16,9.66,3.809,4.06,0.51,F
0.36,1.23,9.66,3.829,4.06,0.446,F
0.36,1.22,9.66,3.829,4.06,0.446,F
0.35,1.23,9.68,3.832,4.08,0.439,F
0.35,1.23,9.68,3.832,4.08,0.439,F
0.35,1.2,9.71,3.82,4.11,0.476,F
0.35,1.19,9.71,3.82,4.11,0.476,F
0.35,1.19,9.71,3.816,4.11,0.488,F
0.35,1.18,9.71,3.816,4.11,0.488,F
0.34,1.2,9.72,3.821,4.12,0.472,F
0.34,1.19,9.72,3.821,4.12,0.472,F
0.34,1.24,9.79,3.769,4.19,0.676,G
0.34,1.01,9.79,3.769,4.19,0.676,G
0.32,1.15,9.8,3.795,4.2,0.562,F
0.3,1.16,9.85,3.785,4.25,0.605,G
0.3,1.04,9.85,3.785,4.25,0.605,G
0.29,1.18,9.86,3.816,4.26,0.489,G
0.29,1.18,9.86,3.816,4.26,0.489,G
0.3,1.16,9.86,3.785,4.26,0.608,G
0.3,1.04,9.86,3.785,4.26,0.608,G
0.27,1.17,9.9,3.813,4.3,0.497,G
0.27,1.17,9.9,3.813,4.3,0.497,G
0.28,1.15,9.93,3.778,4.33,0.636,G
0.28,1.02,9.93,3.778,4.33,0.636,G
0.27,1.12,9.93,3.796,4.33,0.558,G
0.27,1.12,9.93,3.796,4.33,0.558,G
0.26,1.17,9.94,3.813,4.34,0.499,G
0.26,1.17,9.94,3.813,4.34,0.499,G
0.25,-1.0,9.95,3.823,4.35,0.468,G
0.25,1.18,9.96,3.815,4.36,0.492,G
0.25,1.17,9.96,3.815,4.36,0.492,G
0.24,1.16,9.99,3.808,4.39,0.516,G
0.24,1.15,9.99,3.808,4.39,0.516,G
0.25,1.1,9.99,3.789,4.39,0.588,G
0.25,1.1,9.99,3.789,4.39,0.588,G
0.24,1.12,10.0,3.796,4.4,0.557,G
0.24,1.12,10.0,3.796,4.4,0.557,G
0.26,1.22,10.02,3.747,4.42,0.772,G
0.26,0.94,10.02,3.747,4.42,0.772,G
0.22,-1.0,10.03,3.815,4.43,0.492,G
0.21,1.12,10.06,3.796,4.46,0.556,G
0.21,1.12,10.06,3.796,4.46,0.556,G
0.21,1.13,10.06,3.799,4.46,0.546,G
0.21,1.13,10.06,3.799,4.46,0.546,G
0.22,1.1,10.06,3.777,4.46,0.639,G
0.22,1.01,10.06,3.777,4.46,0.639,G
0.21,1.13,10.06,3.797,4.46,0.552,G
0.21,1.12,10.06,3.797,4.46,0.552,G
0.2,1.15,10.09,3.808,4.49,0.513,G
0.2,1.15,10.09,3.808,4.49,0.513,G
0.19,-1.0,10.11,3.809,4.51,0.512,G
0.17,1.13,10.17,3.799,4.57,0.546,G
0.17,1.13,10.17,3.799,4.57,0.546,G
0.13,-1.0,10.28,3.798,4.68,0.551,G
0.13,1.1,10.28,3.788,4.68,0.592,G
0.13,1.1,10.28,3.788,4.68,0.592,G
0.12,-1.0,10.3,3.798,4.7,0.551,F
0.11,1.1,10.32,3.788,4.72,0.593,G
0.11,1.09,10.32,3.788,4.72,0.593,G
0.11,-1.0,10.33,3.796,4.73,0.558,F
0.09,-1.0,10.35,3.813,4.75,0.5,G
0.09,1.08,10.39,3.781,4.79,0.624,G
0.09,1.07,10.39,3.781,4.79,0.624,G
0.08,1.09,10.41,3.786,4.81,0.602,G
0.08,1.09,10.41,3.786,4.81,0.602,G
0.08,-1.0,10.41,3.794,4.81,0.566,G
0.08,1.06,10.42,3.776,4.82,0.645,G
0.08,1.06,10.42,3.776,4.82,0.645,G
0.07,1.02,10.47,3.762,4.87,0.707,G
0.07,1.02,10.47,3.762,4.87,0.707,G
0.05,-1.0,10.48,3.795,4.88,0.562,G
0.05,1.04,10.51,3.769,4.91,0.678,G
0.05,1.04,10.51,3.769,4.91,0.678,G
0.03,-1.0,10.54,3.79,4.94,0.586,G
0.02,-1.0,10.54,3.794,4.94,0.565,G
0.0,-1.0,10.62,3.787,5.02,0.597,G
0.02,1.0,10.64,3.741,5.04,0.801,G
0.02,0.96,10.64,3.741,5.04,0.801,G
0.01,0.99,10.64,3.753,5.04,0.749,G
0.01,0.99,10.64,3.753,5.04,0.749,G
-0.02,-1.0,10.66,3.785,5.06,0.605,G
-0.03,-1.0,10.71,3.776,5.11,0.645,G
-0.04,-1.0,10.73,3.767,5.13,0.685,G
-0.05,-1.0,10.76,3.773,5.16,0.657,G
-0.06,0.95,10.84,3.739,5.24,0.81,G
-0.06,0.96,10.84,3.739,5.24,0.81,G
-0.08,-1.0,10.84,3.758,5.24,0.724,G
-0.11,-1.0,10.92,3.768,5.32,0.682,G
-0.15,-1.0,11.01,3.768,5.41,0.683,G
-0.17,-1.0,11.06,3.775,5.46,0.648,G
-0.18,-1.0,11.09,3.764,5.49,0.7,G
-0.19,-1.0,11.1,3.768,5.5,0.683,G
-0.18,-1.0,11.1,3.763,5.5,0.701,G
-0.19,-1.0,11.11,3.77,5.51,0.672,G
-0.2,-1.0,11.12,3.776,5.52,0.644,G
-0.16,0.95,11.12,3.734,5.52,0.83,G
-0.16,0.95,11.12,3.734,5.52,0.83,G
-0.22,-1.0,11.15,3.79,5.55,0.583,F
-0.22,-1.0,11.17,3.774,5.57,0.655,K
-0.22,-1.0,11.19,3.758,5.59,0.723,G
-0.2,-1.0,11.2,3.74,5.6,0.805,G
-0.27,-1.0,11.31,3.763,5.71,0.701,K
-0.25,-1.0,11.34,3.735,5.74,0.827,K
-0.3,-1.0,11.4,3.755,5.8,0.737,K
-0.26,-1.0,11.4,3.722,5.8,0.883,K
-0.31,-1.0,11.42,3.755,5.82,0.736,K
-0.33,-1.0,11.45,3.767,5.85,0.686,K
-0.35,-1.0,11.55,3.742,5.95,0.795,K
-0.38,-1.0,11.66,3.737,6.06,0.817,K
-0.4,-1.0,11.67,3.744,6.07,0.786,K
-0.43,-1.0,11.67,3.797,6.07,0.554,K
-0.42,-1.0,11.7,3.755,6.1,0.736,K
2.7,4.34,6.86,4.183,-0.34,0.01,B
2.7,4.33,6.86,4.183,-0.34,0.01,B
2.51,3.85,7.13,4.15,-0.07,0.03,B
2.51,3.85,7.13,4.15,-0.07,0.03,B
2.46,3.67,7.36,4.167,0.16,0.02,B
2.46,3.82,7.36,4.167,0.16,0.02,B
2.41,3.75,7.59,4.183,0.39,0.01,B
2.41,3.82,7.59,4.183,0.39,0.01,B
2.32,3.54,7.7,4.167,0.5,0.02,B
2.32,3.61,7.7,4.167,0.5,0.02,B
2.11,2.98,7.79,4.087,0.59,0.07,B
2.11,3.03,7.79,4.087,0.59,0.07,B
1.84,2.62,8.21,4.03,1.01,0.12,B
1.84,2.58,8.21,4.03,1.01,0.12,B
1.84,2.46,8.21,4.03,1.01,0.12,B
1.84,2.42,8.21,4.03,1.01,0.12,B
1.99,3.01,8.33,4.133,1.13,0.04,B
1.99,3.03,8.33,4.133,1.13,0.04,B
1.49,2.25,8.8,3.95,1.6,0.23,A
1.49,1.94,8.8,3.95,1.6,0.23,A
1.58,2.24,8.86,4.03,1.66,0.12,B
1.58,2.3,8.86,4.03,1.66,0.12,B
1.37,2.08,9.09,3.941,1.89,0.25,A
1.37,1.83,9.09,3.941,1.89,0.25,A
1.43,2.04,9.09,3.994,1.89,0.16,B
1.43,2.1,9.09,3.994,1.89,0.16,B
1.24,1.95,9.38,3.918,2.18,0.3,A
1.24,1.69,9.38,3.918,2.18,0.3,A
1.08,1.74,9.84,3.95,2.64,0.23,A
1.08,1.75,9.84,3.95,2.64,0.23,A
0.91,1.61,10.21,3.927,3.01,0.28,A
0.91,1.62,10.21,3.927,3.01,0.28,A
0.83,1.56,10.41,3.918,3.21,0.3,A
0.83,1.56,10.41,3.918,3.21,0.3,A
0.75,1.47,10.56,3.892,3.36,0.36,A
0.75,1.47,10.56,3.892,3.36,0.36,A
0.98,1.69,10.57,3.644,3.37,1.4,K
0.98,0.66,10.57,3.644,3.37,1.4,K
0.98,0.66,10.57,3.644,3.37,1.4,K
0.98,0.56,10.57,3.644,3.37,1.4,K
0.73,1.43,10.6,3.862,3.4,0.44,A
0.73,1.41,10.6,3.862,3.4,0.44,A
0.73,1.35,10.6,3.862,3.4,0.44,A
0.73,1.32,10.6,3.862,3.4,0.44,A
0.62,1.37,10.87,3.865,3.67,0.43,A
0.62,1.36,10.87,3.865,3.67,0.43,A
0.52,1.3,11.13,3.847,3.93,0.48,F
0.52,1.28,11.13,3.847,3.93,0.48,F
0.43,1.23,11.36,3.828,4.16,0.54,F
0.43,1.22,11.36,3.828,4.16,0.54,F
0.41,1.27,11.41,3.844,4.21,0.49,F
0.41,1.26,11.41,3.844,4.21,0.49,F
2.73,-1.0,11.42,3.29,4.22,1.99,M
0.45,1.57,11.64,3.685,4.44,1.17,K
0.45,0.81,11.64,3.685,4.44,1.17,K
0.45,0.81,11.64,3.685,4.44,1.17,K
0.45,0.77,11.64,3.685,4.44,1.17,K
0.31,-1.0,11.65,3.862,4.45,0.44,A
