Mass[solMass],logT,Absolute Mag,B-V
1.37,3.807,3.61,0.517
1.15,3.807,3.61,0.517
1.29,3.841,3.62,0.408
1.28,3.841,3.62,0.408
1.3,3.827,3.63,0.453
1.26,3.827,3.63,0.453
1.25,3.827,3.63,0.453
1.19,3.827,3.63,0.453
1.27,3.834,3.65,0.43
1.27,3.834,3.65,0.43
1.28,3.84,3.65,0.413
1.27,3.84,3.65,0.413
1.27,3.844,3.88,0.399
1.27,3.844,3.88,0.399
1.23,3.829,3.96,0.446
1.22,3.829,3.96,0.446
1.23,3.829,4.01,0.446
1.22,3.829,4.01,0.446
1.24,3.834,4.02,0.43
1.24,3.834,4.02,0.43
1.17,3.809,4.06,0.51
1.16,3.809,4.06,0.51
1.23,3.829,4.06,0.446
1.22,3.829,4.06,0.446
1.23,3.832,4.08,0.439
1.23,3.832,4.08,0.439
1.2,3.82,4.11,0.476
1.19,3.82,4.11,0.476
1.19,3.816,4.11,0.488
1.18,3.816,4.11,0.488
1.2,3.821,4.12,0.472
1.19,3.821,4.12,0.472
1.24,3.769,4.19,0.676
1.01,3.769,4.19,0.676
1.15,3.795,4.2,0.562
1.16,3.785,4.25,0.605
1.04,3.785,4.25,0.605
1.18,3.816,4.26,0.489
1.18,3.816,4.26,0.489
1.16,3.785,4.26,0.608
1.04,3.785,4.26,0.608
1.17,3.813,4.3,0.497
1.17,3.813,4.3,0.497
1.15,3.778,4.33,0.636
1.02,3.778,4.33,0.636
1.12,3.796,4.33,0.558
1.12,3.796,4.33,0.558
1.17,3.813,4.34,0.499
1.17,3.813,4.34,0.499
-1.0,3.823,4.35,0.468
1.18,3.815,4.36,0.492
1.17,3.815,4.36,0.492
1.16,3.808,4.39,0.516
1.15,3.808,4.39,0.516
1.1,3.789,4.39,0.588
1.1,3.789,4.39,0.588
1.12,3.796,4.4,0.557
1.12,3.796,4.4,0.557
1.22,3.747,4.42,0.772
0.94,3.747,4.42,0.772
-1.0,3.815,4.43,0.492
1.12,3.796,4.46,0.556
1.12,3.796,4.46,0.556
1.13,3.799,4.46,0.546
1.13,3.799,4.46,0.546
1.1,3.777,4.46,0.639
1.01,3.777,4.46,0.639
1.13,3.797,4.46,0.552
1.12,3.797,4.46,0.552
1.15,3.808,4.49,0.513
1.15,3.808,4.49,0.513
-1.0,3.809,4.51,0.512
1.13,3.799,4.57,0.546
1.13,3.799,4.57,0.546
-1.0,3.798,4.68,0.551
1.1,3.788,4.68,0.592
1.1,3.788,4.68,0.592
-1.0,3.798,4.7,0.551
1.1,3.788,4.72,0.593
1.09,3.788,4.72,0.593
-1.0,3.796,4.73,0.558
-1.0,3.813,4.75,0.5
1.08,3.781,4.79,0.624
1.07,3.781,4.79,0.624
1.09,3.786,4.81,0.602
1.09,3.786,4.81,0.602
-1.0,3.794,4.81,0.566
1.06,3.776,4.82,0.645
1.06,3.776,4.82,0.645
1.02,3.762,4.87,0.707
1.02,3.762,4.87,0.707
-1.0,3.795,4.88,0.562
1.04,3.769,4.91,0.678
1.04,3.769,4.91,0.678
-1.0,3.79,4.94,0.586
-1.0,3.794,4.94,0.565
-1.0,3.787,5.02,0.597
1.0,3.741,5.04,0.801
0.96,3.741,5.04,0.801
0.99,3.753,5.04,0.749
0.99,3.753,5.04,0.749
-1.0,3.785,5.06,0.605
-1.0,3.776,5.11,0.645
-1.0,3.767,5.13,0.685
-1.0,3.773,5.16,0.657
0.95,3.739,5.24,0.81
0.96,3.739,5.24,0.81
-1.0,3.758,5.24,0.724
-1.0,3.768,5.32,0.682
-1.0,3.768,5.41,0.683
-1.0,3.775,5.46,0.648
-1.0,3.764,5.49,0.7
-1.0,3.768,5.5,0.683
-1.0,3.763,5.5,0.701
-1.0,3.77,5.51,0.672
-1.0,3.776,5.52,0.644
0.95,3.734,5.52,0.83
0.95,3.734,5.52,0.83
-1.0,3.79,5.55,0.583
-1.0,3.774,5.57,0.655
-1.0,3.758,5.59,0.723
-1.0,3.74,5.6,0.805
-1.0,3.763,5.71,0.701
-1.0,3.735,5.74,0.827
-1.0,3.755,5.8,0.737
-1.0,3.722,5.8,0.883
-1.0,3.755,5.82,0.736
-1.0,3.767,5.85,0.686
-1.0,3.742,5.95,0.795
-1.0,3.737,6.06,0.817
-1.0,3.744,6.07,0.786
-1.0,3.797,6.07,0.554
-1.0,3.755,6.1,0.736
4.34,4.183,-0.34,0.01
4.33,4.183,-0.34,0.01
3.85,4.15,-0.07,0.03
3.85,4.15,-0.07,0.03
3.67,4.167,0.16,0.02
3.82,4.167,0.16,0.02
3.75,4.183,0.39,0.01
3.82,4.183,0.39,0.01
3.54,4.167,0.5,0.02
3.61,4.167,0.5,0.02
2.98,4.087,0.59,0.07
3.03,4.087,0.59,0.07
2.62,4.03,1.01,0.12
2.58,4.03,1.01,0.12
2.46,4.03,1.01,0.12
2.42,4.03,1.01,0.12
3.01,4.133,1.13,0.04
3.03,4.133,1.13,0.04
2.25,3.95,1.6,0.23
1.94,3.95,1.6,0.23
2.24,4.03,1.66,0.12
2.3,4.03,1.66,0.12
2.08,3.941,1.89,0.25
1.83,3.941,1.89,0.25
2.04,3.994,1.89,0.16
2.1,3.994,1.89,0.16
1.95,3.918,2.18,0.3
1.69,3.918,2.18,0.3
1.74,3.95,2.64,0.23
1.75,3.95,2.64,0.23
1.61,3.927,3.01,0.28
1.62,3.927,3.01,0.28
1.56,3.918,3.21,0.3
1.56,3.918,3.21,0.3
1.47,3.892,3.36,0.36
1.47,3.892,3.36,0.36
1.69,3.644,3.37,1.4
0.66,3.644,3.37,1.4
0.66,3.644,3.37,1.4
0.56,3.644,3.37,1.4
1.43,3.862,3.4,0.44
1.41,3.862,3.4,0.44
1.35,3.862,3.4,0.44
1.32,3.862,3.4,0.44
1.37,3.865,3.67,0.43
1.36,3.865,3.67,0.43
1.3,3.847,3.93,0.48
1.28,3.847,3.93,0.48
1.23,3.828,4.16,0.54
1.22,3.828,4.16,0.54
1.27,3.844,4.21,0.49
1.26,3.844,4.21,0.49
-1.0,3.29,4.22,1.99
1.57,3.685,4.44,1.17
0.81,3.685,4.44,1.17
0.81,3.685,4.44,1.17
0.77,3.685,4.44,1.17
-1.0,3.862,4.45,0.44
0.99,3.604,4.48,1.59
-1.0,3.858,4.5,0.45
1.2,3.773,4.53,0.75
1.01,3.773,4.53,0.75
0.97,3.604,4.65,1.59
-1.0,3.847,4.69,0.48
1.13,3.8,4.79,0.63
1.13,3.8,4.79,0.63
1.32,3.646,4.87,1.39
0.2,3.646,4.87,1.39
0.2,3.646,4.87,1.39
0.17,3.646,4.87,1.39
-1.0,3.809,4.89,0.6
1.42,3.661,4.91,1.31
0.33,3.661,4.91,1.31
0.34,3.661,4.91,1.31
0.27,3.661,4.91,1.31
-1.0,3.837,4.93,0.51
1.44,3.666,4.98,1.27
0.36,3.666,4.98,1.27
0.37,3.666,4.98,1.27
0.31,3.666,4.98,1.27
1.41,3.669,5.0,1.25
0.38,3.669,5.0,1.25
0.4,3.669,5.0,1.25
0.33,3.669,5.0,1.25
-1.0,3.834,5.06,0.52
1.05,3.773,5.11,0.75
1.05,3.773,5.11,0.75
1.26,3.644,5.2,1.4
0.14,3.644,5.2,1.4
0.13,3.644,5.2,1.4
0.12,3.644,5.2,1.4
-1.0,3.24,5.25,2.03
-1.0,3.795,5.34,0.65
-1.0,3.816,5.37,0.58
-1.0,3.773,5.4,0.75
0.99,3.75,5.44,0.85
0.99,3.75,5.44,0.85
-1.0,3.822,5.45,0.56
-1.0,3.813,5.46,0.59
0.91,3.604,5.48,1.59
-1.0,3.888,5.59,0.37
0.43,3.568,5.66,1.72
-1.0,3.748,5.69,0.86
-1.0,3.752,5.7,0.84
1.13,3.633,5.71,1.45
0.06,3.633,5.71,1.45
33.28,3.633,5.71,1.45
0.05,3.633,5.71,1.45
1.2,3.654,5.73,1.31
0.13,3.654,5.73,1.31
0.13,3.654,5.73,1.31
0.11,3.654,5.73,1.31
1.18,3.655,5.78,1.3
0.13,3.655,5.78,1.3
0.13,3.655,5.78,1.3
0.11,3.655,5.78,1.3
-1.0,3.755,5.99,0.83
-1.0,3.803,6.04,0.62
-1.0,3.806,6.08,0.61
-1.0,3.806,6.1,0.61
0.91,3.716,6.15,1.0
0.91,3.716,6.15,1.0
-1.0,3.844,6.24,0.49
-1.0,3.764,6.34,0.79
-1.0,3.743,6.37,0.88
-1.0,3.841,6.67,0.5
3.15,3.574,-0.55,1.68
3.29,4.1,0.71,0.04
3.24,3.699,0.9,1.105
3.26,3.654,0.91,1.33
3.19,3.654,0.91,1.33
2.98,3.654,0.91,1.33
3.1,3.65,0.94,1.35
3.06,3.65,0.94,1.35
2.85,3.65,0.94,1.35
3.33,3.669,0.96,1.255
3.13,3.669,0.96,1.255
3.07,3.669,0.96,1.255
2.31,3.916,1.04,0.285
2.94,3.715,1.11,1.02
3.09,3.695,1.18,1.125
2.99,3.698,1.28,1.11
3.0,3.674,1.36,1.23
2.95,3.665,1.38,1.275
2.88,3.665,1.38,1.275
2.85,3.665,1.38,1.275
2.94,3.694,1.4,1.13
2.93,3.692,1.44,1.14
2.93,3.692,1.44,1.14
-1.0,3.553,1.44,1.75
1.83,3.865,1.99,0.41
1.82,3.816,2.08,0.56
1.81,3.802,2.14,0.605
1.68,3.811,2.38,0.575
1.68,3.764,2.54,0.77
1.62,3.802,2.56,0.605
1.62,3.799,2.56,0.615
1.6,3.809,2.57,0.58
1.6,3.8,2.6,0.61
1.59,3.799,2.62,0.615
1.59,3.8,2.62,0.61
1.77,3.905,2.63,0.31
1.56,3.806,2.68,0.59
1.56,3.803,2.7,0.6
1.56,3.782,2.74,0.69
1.54,3.811,2.74,0.575
1.52,3.808,2.8,0.585
1.5,3.814,2.84,0.565
1.51,3.827,2.84,0.525
1.5,3.798,2.85,0.62
1.48,3.806,2.9,0.59
1.67,3.9,2.95,0.32
1.47,3.819,2.96,0.55
1.47,3.825,2.96,0.53
1.47,3.819,2.96,0.55
1.45,3.819,3.02,0.55
1.44,3.825,3.06,0.53
1.57,3.842,3.06,0.475
1.48,3.842,3.06,0.475
1.47,3.842,3.06,0.475
1.44,3.823,3.08,0.535
1.42,3.82,3.11,0.545
1.41,3.816,3.13,0.56
1.53,3.833,3.18,0.505
1.45,3.833,3.18,0.505
1.43,3.833,3.18,0.505
1.52,3.819,3.18,0.55
1.52,3.819,3.18,0.55
1.4,3.819,3.18,0.55
1.52,3.827,3.2,0.525
1.47,3.827,3.2,0.525
1.41,3.827,3.2,0.525
1.52,3.823,3.22,0.535
1.47,3.823,3.22,0.535
1.4,3.823,3.22,0.535
1.5,3.817,3.26,0.555
1.48,3.817,3.26,0.555
1.38,3.817,3.26,0.555
1.49,3.828,3.3,0.52
1.4,3.828,3.3,0.52
1.39,3.828,3.3,0.52
1.49,3.825,3.3,0.53
1.41,3.825,3.3,0.53
1.38,3.825,3.3,0.53
1.46,3.82,3.38,0.545
1.39,3.82,3.38,0.545
1.35,3.82,3.38,0.545
1.46,3.844,3.39,0.47
1.45,3.825,3.42,0.53
1.32,3.806,3.42,0.59
1.42,3.822,3.49,0.54
1.39,3.814,3.57,0.565
1.31,3.814,3.57,0.565
1.3,3.814,3.57,0.565
1.37,3.817,3.62,0.555
1.38,3.822,3.62,0.54
1.36,3.811,3.65,0.575
1.28,3.811,3.65,0.575
1.28,3.811,3.65,0.575
1.38,3.83,3.65,0.515
1.36,3.814,3.67,0.565
1.36,3.819,3.68,0.55
1.34,3.816,3.72,0.56
1.32,3.811,3.78,0.575
1.25,3.798,4.0,0.62
1.3,3.828,4.0,0.52
1.28,3.822,4.02,0.54
1.26,3.809,4.02,0.58
1.27,3.816,4.03,0.56
1.26,3.811,4.05,0.575
1.22,3.803,4.14,0.6
1.25,3.823,4.18,0.535
1.21,3.809,4.28,0.58
1.18,3.795,4.28,0.63
1.18,3.795,4.3,0.63
1.2,3.809,4.34,0.58
1.17,3.811,4.55,0.575
1.12,3.798,4.77,0.62
1.1,3.79,4.78,0.655
1.04,3.77,4.85,0.74
1.08,3.789,4.9,0.66
1.0,3.764,5.13,0.77
0.96,3.761,5.46,0.78
0.96,3.761,5.46,0.78
9.77,4.375,-2.66,-0.23
9.71,4.375,-2.66,-0.23
4.51,4.225,-0.63,-0.15
4.64,4.225,-0.63,-0.15
4.34,4.212,-0.6,-0.14
4.49,4.212,-0.6,-0.14
4.48,4.225,-0.57,-0.15
4.6,4.225,-0.57,-0.15
3.48,4.133,-0.18,-0.09
3.54,4.133,-0.18,-0.09
3.45,4.15,-0.08,-0.1
3.59,4.15,-0.08,-0.1
-1.0,4.25,0.08,-0.17
2.84,4.117,0.9,-0.08
2.85,4.117,0.9,-0.08
2.32,4.02,1.04,0.0
2.36,4.02,1.04,0.0
2.46,4.075,1.3,-0.05
2.47,4.075,1.3,-0.05
-1.0,4.117,1.31,-0.08
2.26,4.04,1.38,-0.02
2.3,4.04,1.38,-0.02
2.03,3.994,1.55,0.03
2.09,3.994,1.55,0.03
2.09,4.02,1.74,0.0
2.11,4.02,1.74,0.0
2.11,4.03,1.84,-0.01
2.11,4.03,1.84,-0.01
1.93,3.896,1.88,0.22
1.62,3.896,1.88,0.22
1.93,3.994,2.02,0.03
1.94,3.994,2.02,0.03
1.87,3.981,2.12,0.05
1.88,3.981,2.12,0.05
1.89,3.988,2.14,0.04
1.89,3.988,2.14,0.04
1.88,3.988,2.17,0.04
1.88,3.988,2.17,0.04
1.72,3.945,2.32,0.11
1.73,3.945,2.32,0.11
1.7,3.945,2.41,0.11
1.71,3.945,2.41,0.11
1.73,3.956,2.42,0.09
1.73,3.956,2.42,0.09
1.6,3.927,2.7,0.15
1.6,3.927,2.7,0.15
1.57,3.918,2.76,0.17
1.57,3.918,2.76,0.17
1.5,3.896,2.8,0.22
1.51,3.896,2.8,0.22
1.51,3.9,2.81,0.21
1.51,3.9,2.81,0.21
1.62,3.8,3.0,0.5
1.23,3.8,3.0,0.5
1.39,3.809,3.42,0.47
1.16,3.809,3.42,0.47
1.36,3.8,3.55,0.5
1.13,3.8,3.55,0.5
1.23,3.819,3.73,0.44
1.21,3.819,3.73,0.44
1.38,3.748,3.89,0.73
1.0,3.748,3.89,0.73
1.62,3.681,3.96,1.07
0.79,3.681,3.96,1.07
0.79,3.681,3.96,1.07
0.74,3.681,3.96,1.07
-1.0,3.896,4.02,0.22
1.39,3.697,4.36,0.96
0.84,3.697,4.36,0.96
0.84,3.697,4.36,0.96
0.83,3.697,4.36,0.96
1.47,3.665,4.38,1.16
0.41,3.665,4.38,1.16
0.42,3.665,4.38,1.16
0.35,3.665,4.38,1.16
1.08,3.782,4.5,0.58
1.08,3.782,4.5,0.58
1.07,3.777,4.55,0.6
1.06,3.777,4.55,0.6
-1.0,3.8,4.57,0.5
-1.0,3.825,4.59,0.42
-1.0,3.803,4.62,0.49
1.29,3.646,4.68,1.26
0.17,3.646,4.68,1.26
0.16,3.646,4.68,1.26
0.15,3.646,4.68,1.26
1.05,3.77,4.84,0.63
1.05,3.77,4.84,0.63
-1.0,3.793,4.98,0.53
-1.0,3.854,4.99,0.33
-1.0,3.784,5.04,0.57
-1.0,3.831,5.1,0.4
1.27,3.65,5.14,1.22
0.13,3.65,5.14,1.22
0.13,3.65,5.14,1.22
0.11,3.65,5.14,1.22
1.11,3.691,5.15,0.98
0.73,3.691,5.15,0.98
0.46,3.691,5.15,0.98
0.42,3.691,5.15,0.98
-1.0,3.786,5.2,0.56
1.14,3.68,5.21,1.03
0.33,3.68,5.21,1.03
0.34,3.68,5.21,1.03
0.29,3.68,5.21,1.03
-1.0,3.773,5.26,0.62
1.16,3.67,5.26,1.08
0.25,3.67,5.26,1.08
0.26,3.67,5.26,1.08
0.21,3.67,5.26,1.08
0.97,3.714,5.28,0.88
0.83,3.714,5.28,0.88
1.22,3.653,5.31,1.19
0.13,3.653,5.31,1.19
0.13,3.653,5.31,1.19
0.11,3.653,5.31,1.19
1.18,3.655,5.39,1.17
0.13,3.655,5.39,1.17
0.13,3.655,5.39,1.17
0.11,3.655,5.39,1.17
0.99,3.698,5.4,0.95
0.79,3.698,5.4,0.95
0.45,3.698,5.4,0.95
0.42,3.698,5.4,0.95
-1.0,3.755,5.43,0.7
0.63,3.579,5.43,1.55
-1.0,3.8,5.46,0.5
-1.0,3.757,5.49,0.69
-1.0,3.768,5.52,0.64
1.09,3.665,5.52,1.1
0.17,3.665,5.52,1.1
0.17,3.665,5.52,1.1
0.14,3.665,5.52,1.1
-1.0,3.759,5.52,0.68
1.11,3.633,5.54,1.32
0.04,3.633,5.54,1.32
32.91,3.633,5.54,1.32
0.04,3.633,5.54,1.32
0.92,3.608,5.57,1.44
-1.0,3.798,5.64,0.51
0.89,3.707,5.89,0.91
0.89,3.707,5.89,0.91
0.41,3.707,5.89,0.91
0.39,3.707,5.89,0.91
-1.0,3.725,6.02,0.83
6.3,4.212,-2.27,-0.18
5.04,4.2,-1.02,-0.17
4.27,4.15,-0.67,-0.14
4.23,4.167,-0.4,-0.15
4.38,4.183,-0.36,-0.16
4.01,4.15,-0.31,-0.14
3.12,4.087,0.44,-0.1
3.05,4.087,0.57,-0.1
2.39,4.02,1.36,-0.04
2.27,3.994,1.41,-0.01
2.22,3.988,1.5,0.0
2.02,3.945,1.69,0.07
1.98,3.945,1.8,0.07
1.88,3.892,1.83,0.19
1.87,3.892,1.87,0.19
1.91,3.936,1.96,0.09
1.72,3.888,2.24,0.2
1.6,3.881,2.62,0.22
1.6,3.885,2.66,0.21
1.48,3.816,2.86,0.41
1.45,3.816,2.86,0.41
1.36,3.816,2.86,0.41
1.42,3.809,3.02,0.43
1.39,3.809,3.02,0.43
1.31,3.809,3.02,0.43
1.38,3.831,3.2,0.36
1.31,3.822,3.41,0.39
1.3,3.825,3.48,0.38
1.16,3.795,3.96,0.48
100.65,4.768,-6.78,-0.32
75.85,4.768,-6.78,-0.32
34.47,4.275,-6.58,-0.22
24.11,4.275,-6.58,-0.22
-1.0,5.008,-6.43,-0.35
-1.0,4.964,-5.84,-0.35
-1.0,4.95,-5.61,-0.35
16.42,4.284,-4.76,-0.23
12.85,4.284,-4.76,-0.23
29.79,4.6,-4.7,-0.31
27.56,4.6,-4.7,-0.31
23.9,4.5,-4.69,-0.3
20.54,4.5,-4.69,-0.3
19.32,4.5,-4.69,-0.3
19.18,4.5,-4.69,-0.3
23.66,4.5,-4.66,-0.3
20.4,4.5,-4.66,-0.3
19.13,4.5,-4.66,-0.3
19.02,4.5,-4.66,-0.3
-1.0,4.85,-4.59,-0.34
26.78,4.6,-4.32,-0.31
25.82,4.6,-4.32,-0.31
-1.0,4.8,-4.12,-0.33
14.24,4.375,-3.85,-0.27
11.89,4.375,-3.85,-0.27
9.97,3.727,-3.79,0.95
7.16,3.727,-3.79,0.95
6.44,3.727,-3.79,0.95
5.59,3.727,-3.79,0.95
15.16,4.45,-3.62,-0.29
14.3,4.45,-3.62,-0.29
-1.0,4.8,-3.57,-0.33
-1.0,4.6,-3.55,-0.31
13.44,4.4,-3.55,-0.28
12.3,4.4,-3.55,-0.28
11.68,4.4,-3.55,-0.28
11.49,4.4,-3.55,-0.28
13.25,4.4,-3.51,-0.28
12.19,4.4,-3.51,-0.28
11.52,4.4,-3.51,-0.28
11.36,4.4,-3.51,-0.28
12.36,4.375,-3.44,-0.27
11.24,4.375,-3.44,-0.27
10.94,4.375,-3.44,-0.27
10.61,4.375,-3.44,-0.27
12.7,4.45,-3.04,-0.29
12.7,4.45,-3.04,-0.29
10.7,4.375,-3.03,-0.27
10.27,4.375,-3.03,-0.27
9.48,4.375,-3.03,-0.27
9.46,4.375,-3.03,-0.27
7.54,4.133,-3.01,-0.13
6.3,4.133,-3.01,-0.13
10.47,4.375,-2.97,-0.27
10.13,4.375,-2.97,-0.27
7.42,4.133,-2.95,-0.13
6.2,4.133,-2.95,-0.13
8.95,4.3,-2.89,-0.24
7.95,4.3,-2.89,-0.24
10.36,4.4,-2.82,-0.28
10.48,4.4,-2.82,-0.28
9.84,4.375,-2.8,-0.27
9.76,4.375,-2.8,-0.27
9.84,4.375,-2.8,-0.27
9.76,4.375,-2.8,-0.27
-1.0,4.5,-2.75,-0.3
10.06,4.4,-2.74,-0.28
10.3,4.4,-2.74,-0.28
6.78,4.1,-2.74,-0.11
5.63,4.1,-2.74,-0.11
9.19,4.35,-2.73,-0.26
9.0,4.35,-2.73,-0.26
8.37,4.35,-2.73,-0.26
8.36,4.35,-2.73,-0.26
11.85,4.45,-2.65,-0.29
11.84,4.45,-2.65,-0.29
11.57,4.45,-2.51,-0.29
11.57,4.45,-2.51,-0.29
11.51,4.45,-2.48,-0.29
11.51,4.45,-2.48,-0.29
7.31,4.238,-2.44,-0.2
6.37,4.238,-2.44,-0.2
5.87,3.994,-2.44,-0.01
4.78,3.994,-2.44,-0.01
8.24,4.35,-2.36,-0.26
8.38,4.35,-2.36,-0.26
8.17,4.35,-2.33,-0.26
8.33,4.35,-2.33,-0.26
7.81,4.325,-2.29,-0.25
7.8,4.325,-2.29,-0.25
6.19,4.15,-2.22,-0.14
5.22,4.15,-2.22,-0.14
6.78,3.705,-2.18,1.07
4.93,3.705,-2.18,1.07
4.36,3.705,-2.18,1.07
3.94,3.705,-2.18,1.07
8.46,4.375,-2.17,-0.27
8.62,4.375,-2.17,-0.27
6.08,4.167,-2.08,-0.15
5.17,4.167,-2.08,-0.15
6.59,4.267,-1.95,-0.22
6.4,4.267,-1.95,-0.22
6.03,4.267,-1.95,-0.22
5.96,4.267,-1.95,-0.22
5.3,4.062,-1.93,-0.08
4.4,4.062,-1.93,-0.08
5.28,4.062,-1.92,-0.08
4.39,4.062,-1.92,-0.08
5.4,3.785,-1.78,0.57
4.17,3.785,-1.78,0.57
3.55,3.785,-1.78,0.57
3.49,3.785,-1.78,0.57
4.92,3.994,-1.77,-0.01
4.03,3.994,-1.77,-0.01
8.03,4.375,-1.76,-0.27
8.09,4.375,-1.76,-0.27
7.4,4.35,-1.72,-0.26
7.51,4.35,-1.72,-0.26
7.95,4.375,-1.68,-0.27
8.0,4.375,-1.68,-0.27
5.89,4.25,-1.63,-0.21
5.79,4.25,-1.63,-0.21
5.35,4.25,-1.63,-0.21
5.35,4.25,-1.63,-0.21
4.84,4.05,-1.63,-0.07
4.03,4.05,-1.63,-0.07
7.28,4.35,-1.59,-0.26
7.36,4.35,-1.59,-0.26
5.8,4.283,-1.43,-0.23
6.0,4.283,-1.43,-0.23
4.45,3.956,-1.41,0.05
3.61,3.956,-1.41,0.05
4.42,3.994,-1.36,-0.01
3.63,3.994,-1.36,-0.01
5.91,3.674,-1.36,1.13
4.31,3.674,-1.36,1.13
3.83,3.674,-1.36,1.13
3.43,3.674,-1.36,1.13
6.1,3.655,-1.34,1.22
4.41,3.655,-1.34,1.22
3.97,3.655,-1.34,1.22
3.51,3.655,-1.34,1.22
4.3,3.988,-1.26,0.0
3.52,3.988,-1.26,0.0
4.97,4.225,-1.15,-0.19
4.98,4.225,-1.15,-0.19
5.0,4.238,-1.12,-0.2
5.09,4.238,-1.12,-0.2
4.44,4.133,-1.1,-0.13
3.89,4.133,-1.1,-0.13
4.77,4.212,-1.06,-0.18
4.77,4.212,-1.06,-0.18
4.16,4.062,-1.05,-0.08
3.51,4.062,-1.05,-0.08
4.07,4.02,-1.03,-0.04
3.38,4.02,-1.03,-0.04
5.21,4.267,-0.98,-0.22
5.34,4.267,-0.98,-0.22
3.88,4.02,-0.85,-0.04
3.23,4.02,-0.85,-0.04
4.55,4.225,-0.83,-0.19
4.7,4.225,-0.83,-0.19
4.41,4.212,-0.8,-0.18
4.56,4.212,-0.8,-0.18
3.76,4.05,-0.72,-0.07
3.19,4.05,-0.72,-0.07
4.13,4.183,-0.69,-0.16
4.21,4.183,-0.69,-0.16
4.17,3.715,-0.3,0.87
3.19,3.715,-0.3,0.87
2.78,3.715,-0.3,0.87
2.73,3.715,-0.3,0.87
3.56,4.167,-0.08,-0.15
3.66,4.167,-0.08,-0.15
2.78,4.087,0.33,-0.1
2.9,4.087,0.33,-0.1
2.48,3.956,0.74,0.05
2.09,3.956,0.74,0.05
2.39,3.963,0.86,0.04
2.05,3.963,0.86,0.04
-1.0,3.065,1.78,2.52
-1.0,2.74,1.84,2.78
2.61,3.629,2.07,1.82
2.61,3.629,2.07,1.82
2.57,3.629,2.07,1.82
2.36,3.858,2.1,0.8
2.66,4.03,2.34,0.47
-1.0,3.428,2.35,2.23
2.2,3.85,2.37,0.82
2.3,3.627,2.42,1.83
2.15,3.9,2.43,0.69
2.33,3.631,2.43,1.81
2.33,3.631,2.43,1.81
2.34,3.631,2.43,1.81
2.37,3.638,2.53,1.78
2.37,3.638,2.53,1.78
2.33,3.638,2.53,1.78
2.08,3.869,2.58,0.77
2.42,3.994,2.58,0.51
2.85,4.087,2.58,0.42
2.89,3.674,2.6,1.6
2.2,3.784,2.63,1.05
2.45,4.01,2.64,0.49
2.04,3.9,2.65,0.69
1.61,3.615,2.69,1.89
2.0,3.869,2.72,0.77
2.29,3.644,2.77,1.75
2.29,3.644,2.77,1.75
2.24,3.644,2.77,1.75
1.97,3.865,2.78,0.78
2.68,3.674,2.85,1.6
2.63,3.666,2.88,1.64
2.57,3.666,2.88,1.64
2.52,3.666,2.88,1.64
2.25,3.981,2.9,0.53
1.92,3.847,2.9,0.83
1.91,3.854,2.91,0.81
2.13,3.975,3.19,0.54
2.17,3.658,3.25,1.68
2.17,3.658,3.25,1.68
2.1,3.658,3.25,1.68
1.73,3.865,3.37,0.78
1.89,3.927,3.49,0.63
1.86,3.918,3.52,0.65
1.94,3.95,3.53,0.58
1.61,3.819,3.66,0.92
1.77,3.885,3.67,0.73
1.8,3.927,3.8,0.63
1.72,3.9,3.87,0.69
1.67,3.858,3.91,0.8
1.57,3.858,3.91,0.8
1.57,3.858,3.91,0.8
1.69,3.888,3.92,0.72
1.63,3.885,4.08,0.73
1.6,3.877,4.15,0.75
1.57,3.873,4.23,0.76
1.55,3.854,4.24,0.81
1.54,3.858,4.3,0.8
1.53,3.858,4.33,0.8
1.55,3.873,4.34,0.76
1.5,3.847,4.39,0.83
1.53,3.877,4.42,0.75
1.46,3.844,4.51,0.84
1.47,3.858,4.54,0.8
1.43,3.816,4.56,0.93
1.37,3.816,4.56,0.93
1.33,3.816,4.56,0.93
1.53,3.892,4.58,0.71
1.46,3.865,4.64,0.78
1.45,3.858,4.64,0.8
1.43,3.858,4.71,0.8
1.4,3.847,4.74,0.83
1.32,3.809,4.89,0.95
1.33,3.825,4.91,0.9
1.3,3.8,4.93,0.98
1.23,3.8,4.93,0.98
1.22,3.8,4.93,0.98
1.42,3.873,4.94,0.76
1.33,3.831,4.96,0.88
1.41,3.873,4.97,0.76
1.34,3.841,4.99,0.85
1.28,3.806,5.02,0.96
1.27,3.813,5.11,0.94
1.24,3.798,5.13,0.99
1.24,3.8,5.18,0.98
1.2,3.782,5.19,1.06
1.17,3.782,5.19,1.06
1.14,3.782,5.19,1.06
1.33,3.858,5.22,0.8
1.19,3.791,5.3,1.02
11.24,4.3,-1.99,0.28
9.42,4.3,-1.99,0.28
7.2,3.766,-1.26,1.24
5.4,3.766,-1.26,1.24
4.68,3.766,-1.26,1.24
4.36,3.766,-1.26,1.24
9.14,4.4,-0.6,0.24
9.23,4.4,-0.6,0.24
5.25,4.1,-0.24,0.41
4.4,4.1,-0.24,0.41
5.18,4.225,0.27,0.33
5.12,4.225,0.27,0.33
5.32,4.25,0.28,0.31
5.4,4.25,0.28,0.31
4.79,4.183,0.38,0.36
4.6,4.183,0.38,0.36
4.42,4.183,0.38,0.36
4.31,4.183,0.38,0.36
4.55,4.212,0.66,0.34
4.64,4.212,0.66,0.34
-1.0,4.35,0.67,0.26
4.55,4.225,0.73,0.33
